Year,TotalHomeless,Population,Unemployment,Unsheltered_perc_tot,TotalBeds_perc_tot,Emergency_perc_tot,Transitional_perc_tot,SafeHaven_perc_tot,PermanentSupportive_perc_tot,PermanentOther_perc_tot,RapidRehousing_perc_tot
2016,1511,784611,4.1,20.31767042,90.27134348,72.00529451,18.26604897,0,55.52614163,0,0
2015,1300,777373,3.8,15.38461538,105.9230769,87.23076923,18.69230769,0,59,0,0
2014,1481,766882,4,17.42066172,94.66576637,77.92032411,16.74544227,0,44.22687373,0,0
2019,279,152000,3.18,59.49820789,53.04659498,48.74551971,4.301075269,0,21.14695341,0,0
2018,233,152161,3.32,66.52360515,37.33905579,34.7639485,2.575107296,0,25.32188841,1.716738197,0
2017,432,152508,4.1,67.82407407,33.56481481,25.23148148,8.333333333,0,11.80555556,0,0
2016,295,152606,4.78,61.3559322,52.20338983,37.28813559,14.91525424,0,17.28813559,0,0
2015,237,152844,4.48,48.94514768,64.97890295,49.36708861,15.61181435,0,22.3628692,0,0
2014,295,152656,4.66,47.79661017,60.6779661,45.42372881,15.25423729,0,11.52542373,0,0
2019,347,284014,2.7,61.95965418,34.870317,17.00288184,17.86743516,0,26.22478386,0,0
2018,364,281166,2.8,62.36263736,32.69230769,14.56043956,18.13186813,0,28.57142857,0,0
2017,174,279542,3.3,43.67816092,41.37931034,29.31034483,12.06896552,0,57.47126437,0,0
2016,138,277809,3.7,33.33333333,52.17391304,36.95652174,15.2173913,0,65.2173913,0,0
2015,133,273841,3.4,12.03007519,59.39849624,36.09022556,23.30827068,0,74.43609023,0,0
2014,140,269724,3.6,15.71428571,59.28571429,34.28571429,25,0,117.1428571,0,0
2019,228,866722,3.585,31.14035088,89.03508772,74.56140351,14.47368421,0,37.71929825,0,21.49122807
2018,392,866739,3.82,13.01020408,100,86.47959184,13.52040816,0,22.95918367,2.551020408,3.06122449
2017,377,866996,4.78,13.79310345,103.7135279,89.9204244,13.79310345,0,16.44562334,2.652519894,15.38461538
2016,368,864796,5.455,7.065217391,116.0326087,101.9021739,14.13043478,0,17.93478261,2.717391304,8.152173913
2015,343,862181,5.16,6.997084548,124.1982507,109.0379009,15.16034985,0,18.36734694,2.915451895,1.166180758
2014,383,859632,5.505,21.67101828,117.232376,105.4830287,11.74934726,0,19.58224543,2.610966057,2.610966057
2019,158,485000,3.147058824,13.92405063,159.4936709,135.443038,24.05063291,0,4.430379747,0,0
2018,191,484867,3.141176471,21.46596859,159.1623037,121.4659686,37.69633508,0,4.188481675,0,0
2017,231,486243,4.129411765,26.83982684,131.6017316,96.96969697,34.63203463,0,3.463203463,0,0
2016,187,488681,5.411764706,21.39037433,162.5668449,119.7860963,42.78074866,0,4.278074866,0,0
2015,161,492834,4.564705882,25.46583851,193.1677019,148.447205,44.72049689,0,5.590062112,0,0
2014,239,492520,3.935294118,25.94142259,128.4518828,98.74476987,29.70711297,0,3.765690377,0,0
2019,293,399156,4.029411765,25.93856655,132.4232082,131.7406143,0.682593857,0,46.07508532,0,34.47098976
2018,244,398748,3.941176471,23.36065574,152.8688525,147.5409836,5.327868852,0,52.86885246,0,72.54098361
2017,351,398052,4.876470588,41.31054131,99.14529915,99.14529915,0,0,17.37891738,0,36.75213675
2016,436,397914,6.005882353,50.2293578,95.18348624,91.05504587,4.128440367,0,14.67889908,0,37.6146789
2015,453,396943,6.170588235,47.68211921,85.20971302,79.02869757,6.181015453,0,12.80353201,0,22.07505519
2014,442,396995,6.005882353,49.09502262,79.41176471,74.88687783,4.524886878,0,17.87330317,0,3.393665158
2019,2165,382067,4,75.42725173,28.68360277,22.77136259,5.912240185,0,33.39491917,0,10.85450346
2018,1641,378549,4.3,69.10420475,30.83485679,24.98476539,5.850091408,0,36.19744059,0,13.16270567
2017,1529,375264,4.4,65.59843035,37.34466972,31.06605625,6.278613473,0,33.48593852,0,17.00457816
2016,1451,368874,5,64.36940041,41.00620262,32.66712612,8.339076499,0,33.42522398,0,15.71330117
2015,1473,361946,5.7,48.60828242,39.57909029,32.51866938,7.06042091,0,36.45621181,0,15.54650373
2014,1767,358027,6.8,62.3655914,40.63384267,22.29767968,18.33616299,0,26.48556876,0,1.471420487
2019,4015,812855,3.2,50.73474471,55.36737235,40,15.36737235,0,123.0884184,0,56.66251557
2018,4019,809072,3.6,41.50286141,57.94973874,43.34411545,14.60562329,0,119.6068674,0,46.85245086
2017,4177,807885,3.6,39.93296624,61.335887,41.87215705,19.46372995,0,110.7493416,0,49.86832655
2016,3914,803212,4.2,48.21154829,46.49974451,24.629535,21.8702095,0,108.0480327,0,28.28308636
2015,3801,790008,4.8,49.64483031,43.9884241,13.70691923,30.28150487,0,96.36937648,0,19.10023678
2014,3927,778430,5.8,48.2556659,48.56124268,12.17214158,36.38910109,0,88.8719124,0,10.16042781
2019,712,220944,4.3,51.12359551,44.66292135,14.60674157,30.05617978,0,61.37640449,0,5.47752809
2018,732,219411,4.6,44.94535519,47.54098361,23.36065574,24.18032787,0,60.92896175,0,11.8852459
2017,633,216746,4.7,41.70616114,52.92259084,26.85624013,26.06635071,0,88.30963665,0,16.42969984
2016,527,214366,5.6,45.35104364,51.23339658,23.52941176,27.70398482,0,89.37381404,0,7.210626186
2015,729,211403,6.6,52.4005487,63.3744856,29.62962963,33.74485597,0,57.47599451,0,5.761316872
2014,625,209189,8.3,36.16,81.6,48.8,32.8,0,56.32,0,8.32
2019,880,246754,4.666666667,69.77272727,43.75,34.43181818,9.318181818,0,17.84090909,0.681818182,7.386363636
2018,787,239880,5.066666667,70.52096569,38.62770013,32.14739517,6.480304956,0,18.04320203,0,14.86658196
2017,778,233461,5.3,70.43701799,34.96143959,27.12082262,7.840616967,0,17.7377892,1.156812339,22.75064267
2016,602,226008,6.033333333,67.27574751,44.35215947,34.55149502,9.800664452,0,18.27242525,0,25.74750831
2015,594,218242,7,68.18181818,42.25589226,29.12457912,13.13131313,0,19.02356902,0,27.60942761
2014,568,212671,8.633333333,43.13380282,66.90140845,25.35211268,41.54929577,0,20.07042254,0,0
2019,7103,1535338,4.410714286,70.94185555,45.78347177,24.13064902,21.65282275,0,8.024778263,4.871181191,16.23257778
2018,6392,1522654,4.689285714,70.93241552,41.61451815,23.38861076,18.22590738,0,10.34105131,2.972465582,15.87922403
2017,5795,1506491,4.807142857,65.03882657,44.43485764,23.986195,20.44866264,0,10.405522,2.346850733,6.384814495
2016,5710,1485981,5.503571429,67.44308231,43.16987741,23.66024518,19.50963222,0,8.283712785,2.136602452,10.59544658
2015,5544,1461882,6.357142857,59.55988456,50.7034632,27.65151515,23.05194805,0,8.044733045,1.424963925,6.493506494
2014,4122,1449233,7.782142857,43.13440078,73.60504609,36.17176128,37.43328481,0,14.96846191,0,2.328966521
2019,530,601592,3,43.77358491,45.28301887,20.94339623,22.45283019,1.886792453,93.39622642,0,43.39622642
2018,522,596904,3.4,68.77394636,43.48659004,18.58237548,22.98850575,1.915708812,87.54789272,0,30.45977011
2017,544,591336,3.4,67.83088235,45.58823529,17.64705882,26.10294118,1.838235294,87.31617647,0,25.73529412
2016,571,584910,4,66.19964974,42.73204904,16.81260946,24.16812609,1.751313485,79.15936953,0,32.39929947
2015,591,572664,4.6,66.8358714,39.76311337,16.24365482,21.82741117,1.692047377,72.25042301,0,41.11675127
2014,537,562316,5.5,63.12849162,45.25139665,17.87709497,25.51210428,1.862197393,97.95158287,0,31.84357542
2019,471,418187,3.3,47.34607219,22.92993631,15.92356688,7.006369427,0,82.80254777,0,44.16135881
2018,383,415416,3.6,90.33942559,11.74934726,1.566579634,10.18276762,0,83.28981723,0,37.59791123
2017,497,412442,3.7,69.61770624,17.10261569,3.219315895,13.8832998,0,64.18511066,0,26.76056338
2016,463,406625,4.3,66.52267819,28.07775378,9.503239741,18.57451404,0,58.74730022,0,16.41468683
2015,494,399647,5,62.34817814,26.31578947,8.906882591,17.40890688,0,57.48987854,0,21.65991903
2014,618,393378,6,77.34627832,21.3592233,7.1197411,14.2394822,0,43.36569579,0,13.10679612
2019,5735,1584064,5.6,16.96599826,87.74193548,63.62685266,19.68613775,4.428945074,87.02702703,0,19.3722755
2018,5788,1583592,5.7,18.71112647,85.14167243,59.24326192,21.49274361,4.405666897,85.10711818,0,20.3178991
2017,5693,1580601,6.3,16.79255226,93.51835588,64.14895486,27.87633936,1.493061655,92.72791147,15.80888811,20.70964342
2016,6112,1576051,6.7,11.53468586,94.20811518,61.64921466,31.16819372,1.390706806,84.19502618,14.72513089,12.41819372
2015,5998,1571065,7.2,11.17039013,95.64854952,61.12037346,32.61087029,1.917305769,81.82727576,15.00500167,15.52184061
2014,5738,1565460,8.2,6.291390728,99.12861624,63.50644824,33.61798536,2.004182642,80.20216103,15.68490763,10.66573719
2019,418,278299,4.1,11.48325359,83.73205742,49.0430622,28.70813397,5.980861244,52.15311005,8.133971292,25.35885167
2018,445,276864,4.1,7.865168539,92.13483146,46.06741573,40.4494382,5.617977528,48.98876404,6.292134831,27.19101124
2017,460,275714,4.6,15.2173913,91.30434783,46.30434783,39.56521739,5.434782609,43.47826087,9.130434783,20.65217391
2016,433,274196,4.7,9.930715935,106.0046189,49.19168591,51.03926097,5.773672055,34.18013857,4.618937644,10.62355658
2015,402,273085,4.7,3.980099502,110.199005,49.25373134,54.72636816,6.218905473,44.02985075,4.975124378,3.233830846
2014,396,272223,5.4,9.848484848,111.1111111,48.73737374,54.04040404,8.333333333,45.45454545,0,1.767676768
2019,400,566747,4.1,12,101.5,81.75,19.75,0,107,0.5,58.25
2018,414,565231,4.2,12.80193237,97.58454106,76.08695652,21.49758454,0,99.03381643,0.483091787,45.65217391
2017,453,563858,4.6,8.830022075,96.24724062,71.0816777,25.16556291,0,77.48344371,5.518763797,58.7196468
2016,406,563708,4.8,8.620689655,98.52216749,72.66009852,25.86206897,0,92.85714286,0,46.79802956
2015,436,563225,5,13.76146789,102.0642202,78.66972477,23.39449541,0,85.32110092,0,18.11926606
2014,509,562696,5.6,9.233791749,121.611002,66.99410609,54.61689587,0,68.95874263,0,6.876227898
2019,164,317417,5.8,4.268292683,140.2439024,68.29268293,71.95121951,0,196.9512195,0,83.53658537
2018,165,317859,5.6,3.636363636,136.3636364,64.84848485,71.51515152,0,166.6666667,0,70.3030303
2017,174,317808,6,1.724137931,131.6091954,63.79310345,67.81609195,0,154.5977011,0,78.16091954
2016,169,317172,6.2,5.325443787,121.3017751,51.47928994,69.82248521,0,188.7573964,0,30.76923077
2015,174,318059,6.6,9.195402299,118.3908046,50,68.3908046,0,188.5057471,0,35.05747126
2014,192,319150,7.4,6.25,119.7916667,42.1875,77.60416667,0,164.0625,0,13.02083333
2019,246,830915,3.6,7.723577236,99.59349593,75.6097561,23.98373984,0,90.24390244,0,141.0569106
2018,291,826924,3.6,6.872852234,93.81443299,68.04123711,25.77319588,0,78.35051546,0,126.4604811
2017,310,824303,3.9,6.129032258,93.22580645,54.51612903,38.70967742,0,77.41935484,5.161290323,82.25806452
2016,398,819791,4.1,5.025125628,90.20100503,47.48743719,42.71356784,0,53.51758794,0,91.95979899
2015,429,817180,4.2,0.699300699,104.4289044,45.68764569,58.74125874,0,50.11655012,0,62.7039627
2014,438,815753,4.7,1.369863014,98.63013699,43.83561644,54.79452055,0,47.71689498,0,8.675799087
2019,528,524989,3.2,3.787878788,100,39.77272727,60.22727273,0,45.83333333,11.36363636,22.72727273
2018,579,522086,3.3,2.245250432,101.208981,32.64248705,68.56649396,0,43.35060449,6.735751295,20.20725389
2017,578,518901,3.7,4.152249135,92.21453287,34.60207612,57.61245675,0,92.04152249,0,23.87543253
2016,558,516767,3.8,0.896057348,186.5591398,110.2150538,76.34408602,0,122.9390681,0,111.827957
2015,612,515055,3.9,2.450980392,149.1830065,84.64052288,64.54248366,0,261.1111111,0,69.44444444
2014,679,512770,4.2,5.743740795,104.4182622,44.1826215,59.05743741,1.17820324,92.04712813,139.6170839,26.95139912
2019,597,421164,4.4,1.675041876,84.75711893,38.52596315,46.23115578,0,58.45896147,0,10.05025126
2018,562,420529,4.3,1.957295374,90.03558719,41.99288256,48.04270463,0,60.67615658,0,10.67615658
2017,534,417511,4.7,2.434456929,91.38576779,42.32209738,49.06367041,0,64.23220974,0,1.685393258
2016,521,415784,4.9,0.575815739,107.1017274,44.72168906,62.38003839,0,65.0671785,11.3243762,3.262955854
2015,561,415138,5,0.713012478,96.07843137,36.89839572,59.18003565,0,60.96256684,5.525846702,6.417112299
2014,604,414559,5.6,1.821192053,87.74834437,34.27152318,53.47682119,0,41.22516556,9.768211921,9.271523179
2019,186,209674,5,4.838709677,81.1827957,37.6344086,37.6344086,5.913978495,115.0537634,0,105.9139785
2018,159,210269,4.7,3.144654088,89.93710692,35.22012579,47.79874214,6.918238994,137.7358491,0,58.49056604
2017,197,210451,5.2,7.106598985,86.80203046,24.87309645,59.89847716,2.030456853,111.6751269,0,38.5786802
2016,242,211004,5.6,4.545454545,82.6446281,22.31404959,58.67768595,1.652892562,93.38842975,0,12.39669421
2015,233,211863,5.9,4.291845494,92.27467811,21.03004292,69.527897,1.716738197,53.64806867,0,0
2014,287,212829,6.6,1.742160279,82.92682927,17.77003484,63.7630662,1.393728223,28.91986063,0,1.742160279
2019,1843,2528373,4.637037037,18.28540423,102.4959305,71.18827998,31.30765057,0,59.63103635,4.829083017,55.39880629
2018,1998,2526313,4.485185185,17.31731732,101.8518519,64.01401401,37.83783784,0,68.56856857,5.055055055,29.17917918
2017,2170,2518383,5.003703704,18.66359447,103.9631336,58.66359447,45.29953917,0,64.33179724,0.64516129,28.20276498
2016,2599,2512080,5.559259259,23.20123124,89.34205464,46.86417853,42.47787611,0,55.79068873,0,10.92727972
2015,2410,2508472,5.674074074,17.26141079,106.1825726,54.06639004,52.11618257,0,53.90041494,0,12.53112033
2014,2021,2506072,6.214814815,11.62790698,44.87877288,20.73231074,24.14646215,0,31.51904998,0,4.205838694
2019,422,545724,3.5,2.843601896,93.60189573,50.47393365,43.12796209,0,32.46445498,0,102.6066351
2018,406,543969,3.5,3.9408867,90.64039409,55.17241379,35.4679803,0,33.74384236,0,97.53694581
2017,321,541332,3.9,8.099688474,130.529595,56.69781931,73.8317757,0,57.00934579,0,52.64797508
2016,356,538160,4.1,1.966292135,123.5955056,55.05617978,68.53932584,0,50,0,6.179775281
2015,378,535811,4.2,2.645502646,124.6031746,51.85185185,72.75132275,0,47.08994709,0,5.82010582
2014,498,533289,4.7,1.204819277,107.6305221,46.98795181,60.64257028,0,42.57028112,0,4.417670683
2019,359,628270,3.9,5.849582173,81.05849582,26.18384401,54.87465181,0,33.98328691,0,24.79108635
2018,397,627812,3.9,4.785894207,91.43576826,24.68513854,66.75062972,0,30.98236776,0,23.67758186
2017,511,626811,4.3,9.589041096,91.38943249,21.52641879,69.8630137,0,22.8962818,1.56555773,18.19960861
2016,530,625861,4.6,5.660377358,92.64150943,23.39622642,69.24528302,0,21.32075472,0,16.03773585
2015,487,625276,4.8,7.802874743,93.63449692,22.17659138,71.45790554,0,15.8110883,0,10.88295688
2014,492,625253,5.3,5.691056911,93.29268293,21.95121951,71.34146341,0,17.27642276,0,15.04065041
2019,321,449058,3.9,9.968847352,118.0685358,68.53582555,49.53271028,0,66.97819315,1.246105919,52.3364486
2018,324,447847,4,10.18518519,119.7530864,66.35802469,53.39506173,0,67.28395062,1.851851852,41.04938272
2017,288,445484,4.4,15.625,138.8888889,55.90277778,82.98611111,0,77.77777778,3.125,8.333333333
2016,365,443693,4.6,19.45205479,102.4657534,53.69863014,48.76712329,0,63.83561644,0,22.19178082
2015,345,441741,4.8,12.75362319,102.8985507,54.20289855,48.69565217,0,65.50724638,0,11.30434783
2014,302,440475,5.5,9.933774834,114.9006623,61.58940397,53.31125828,0,66.22516556,0,2.98013245
2019,774,1216045,4.2,6.201550388,85.65891473,62.91989664,21.83462532,0.904392765,306.9767442,0,89.27648579
2018,783,1217281,4.2,7.151979566,89.52745849,65.0063857,23.75478927,0.766283525,298.0842912,12.51596424,90.67688378
2017,1145,1220141,4.8,4.628820961,95.37117904,45.50218341,46.37554585,3.493449782,190.4803493,5.065502183,38.60262009
2016,1156,1226426,5.1,4.152249135,108.3910035,38.4083045,65.05190311,4.930795848,173.4429066,3.460207612,20.06920415
2015,1424,1228827,5,2.668539326,102.247191,29.70505618,67.55617978,4.985955056,150,2.808988764,7.584269663
2014,1573,1233027,5.4,6.865861411,97.96567069,28.16274634,65.03496503,4.767959313,120.661157,0,7.438016529
2019,727,2060585,5.175,4.676753783,145.2544704,104.8143054,40.44016506,0,167.4002751,3.988995873,72.21458047
2018,748,2071597,5.004166667,5.080213904,140.1069519,91.97860963,46.12299465,2.005347594,164.5721925,1.470588235,64.17112299
2017,837,2081788,5.858333333,7.52688172,141.8160096,87.45519713,49.82078853,4.540023895,127.1206691,0,43.96654719
2016,986,2093714,6.579166667,6.997971602,127.0791075,68.66125761,54.25963489,4.15821501,104.4624746,0,41.37931034
2015,1002,2107615,6.220833333,6.487025948,133.2335329,66.66666667,61.27744511,5.289421158,105.3892216,0,19.56087824
2014,1101,2119733,6.408333333,5.086285195,73.84196185,32.3342416,37.23887375,4.268846503,49.22797457,0,5.540417802
2019,123,163929,4.6,4.87804878,123.5772358,91.8699187,31.70731707,0,121.9512195,0,5.691056911
2018,117,164582,4.7,5.128205128,118.8034188,86.32478632,32.47863248,0,130.7692308,0,15.38461538
2017,98,165654,5.6,10.20408163,136.7346939,100,36.73469388,0,156.122449,0,0
2016,131,166758,6.1,4.580152672,109.9236641,64.1221374,45.80152672,0,129.7709924,0,0
2015,120,168241,6.2,5.833333333,108.3333333,58.33333333,50,0,90,0,0
2014,95,168977,6.6,2.105263158,133.6842105,75.78947368,57.89473684,0,129.4736842,0,0
2019,356,269728,4.7,1.685393258,116.2921348,75,38.48314607,2.808988764,111.5168539,25.28089888,50
2018,336,271544,4.9,1.19047619,116.6666667,73.51190476,43.1547619,0,137.202381,26.78571429,50.5952381
2017,369,273558,5.8,2.16802168,108.6720867,62.0596206,46.61246612,0,111.3821138,26.55826558,7.859078591
2016,377,276170,6.4,2.652519894,112.7320955,62.86472149,49.86737401,0,112.9973475,25.46419098,0.530503979
2015,410,278174,5.6,3.902439024,105.3658537,56.82926829,48.53658537,0,113.4146341,23.41463415,0.487804878
2014,408,279423,6.3,11.51960784,107.5980392,61.02941176,46.56862745,0,108.8235294,23.52941176,0
2019,1055,1059361,3.34,6.72985782,90.23696682,62.74881517,27.48815166,0,143.8862559,44.26540284,24.54976303
2018,1101,1058287,3.76,4.632152589,91.09900091,60.12715713,30.97184378,0,112.9881926,59.76385104,33.24250681
2017,1180,1055673,4.14,5.847457627,90.59322034,61.52542373,29.06779661,0,105,60.33898305,27.79661017
2016,1160,1056770,4.86,3.189655172,96.72413793,60.60344828,36.12068966,0,125.1724138,29.65517241,26.55172414
2015,1111,1056065,5.66,3.240324032,102.790279,63.45634563,39.33393339,0,135.5535554,10.62106211,33.57335734
2014,1190,1055936,7.26,1.680672269,102.9411765,63.78151261,37.73109244,1.428571429,125.4621849,14.78991597,0
2019,403,1190145,3.29,31.7617866,83.37468983,58.06451613,24.06947891,1.240694789,98.75930521,0,11.41439206
2018,451,1173378,3.99,25.27716186,77.60532151,56.31929047,20.17738359,1.10864745,81.37472284,0,25.72062084
2017,425,1158676,4.88,48,88.70588235,46.82352941,41.88235294,0,98.82352941,1.882352941,21.17647059
2016,550,1142179,5.91,47.81818182,68.18181818,32.90909091,35.27272727,0,63.81818182,0,15.45454545
2015,606,1123114,7.37,27.22772277,68.81188119,29.8679868,38.94389439,0,48.01980198,0,30.1980198
2014,516,1101419,7.66,26.5503876,74.6124031,34.10852713,40.50387597,0,51.74418605,0,46.51162791
2019,1401,1509225,2.845454545,36.11705924,81.2276945,65.09635974,15.27480371,0.856531049,24.83940043,0,8.565310493
2018,1185,1488457,3.445454545,28.35443038,88.35443038,71.56118143,15.78059072,1.012658228,28.77637131,0,13.83966245
2017,1317,1468415,4.336363636,29.23310554,77.06909643,57.09946849,18.98253607,0.987091875,26.72741078,0,6.909643128
2016,1829,1450495,5.1,14.21541826,90.4866047,44.83324221,44.99726627,0.656096227,19.46418808,0,9.458720612
2015,1961,1433611,6.263636364,20.70372259,89.80112188,40.69352371,48.49566548,0.611932687,18.81693014,0,4.181540031
2014,1636,1417029,6.790909091,23.83863081,89.1809291,44.86552567,43.58190709,0.733496333,12.59168704,5.195599022,6.907090465
2019,1215,1507106,3.092307692,24.03292181,87.16049383,52.67489712,34.48559671,0,74.65020576,12.51028807,16.70781893
2018,1205,1488956,3.792307692,16.59751037,94.19087137,55.02074689,39.17012448,0,72.86307054,13.85892116,13.19502075
2017,1200,1470712,4.715384615,25.58333333,85.91666667,49.58333333,36.33333333,0,89,12.83333333,15.83333333
2016,1350,1450512,5.376923077,24.81481481,84.37037037,37.33333333,47.03703704,0,65.25925926,9.185185185,3.925925926
2015,1468,1430396,6.361538462,27.38419619,75.40871935,34.19618529,41.21253406,0,57.76566757,7.084468665,0
2014,1588,1409783,6.853846154,26.82619647,70.71788413,32.2418136,38.47607053,0,48.23677582,6.549118388,0
2019,1153,106721,3.2,68.60364267,46.66088465,36.68690373,9.973980919,0,36.25325239,11.44839549,8.586296618
2018,1092,106409,4,63.55311355,42.94871795,34.89010989,8.058608059,0,42.67399267,6.41025641,10.25641026
2017,974,106431,5.1,62.11498973,52.15605749,36.13963039,16.0164271,0,67.45379877,0,10.47227926
2016,1322,107075,5.8,62.93494705,41.75491679,18.9107413,22.84417549,0,44.62934947,0,17.47352496
2015,1319,107151,6.8,69.9772555,35.63305534,14.78392722,20.84912813,0,35.48142532,0,0
2014,1317,107663,7.1,64.92027335,38.420653,17.53986333,20.88078967,0,38.64844343,0,0
2019,995,870482,3.403076923,23.51758794,107.9396985,94.3718593,13.5678392,0,60.50251256,2.512562814,32.46231156
2018,1159,864367,3.261538462,24.59016393,94.04659189,85.41846419,8.628127696,0,44.77998274,2.157031924,32.18291631
2017,943,858484,3.487692308,18.13361612,143.7963945,102.4390244,41.3573701,0,48.67444327,0,19.30010604
2016,1072,848571,3.376923077,17.25746269,107.9291045,75.83955224,32.08955224,0,57.64925373,0,3.078358209
2015,1036,839630,3.429230769,13.12741313,140.9266409,107.3359073,33.59073359,0,59.94208494,0,7.722007722
2014,885,834916,3.764615385,6.214689266,197.4011299,130.3954802,67.00564972,0,59.43502825,8.02259887,6.779661017
2019,463,338957,4.26,39.09287257,43.412527,39.95680346,3.455723542,0,102.1598272,4.103671706,26.13390929
2018,623,336167,4.47,47.03049759,36.91813804,35.63402889,1.284109149,0,84.43017657,5.457463884,19.42215088
2017,576,332847,4.88,37.67361111,55.55555556,38.54166667,17.01388889,0,76.73611111,3.298611111,22.39583333
2016,527,330980,6.02,14.61100569,65.65464896,40.98671727,24.66793169,0,109.8671727,0,0
2015,636,329541,6.67,23.11320755,50.47169811,30.34591195,20.12578616,0,91.50943396,0,0
2014,627,328624,7.88,27.27272727,47.04944179,26.63476874,20.41467305,0,83.41307815,0,0
2019,1325,937166,4,4.377358491,106.7924528,29.66037736,77.13207547,0,106.3396226,4.075471698,29.20754717
2018,1226,936365,4.1,8.319738989,89.96737357,37.92822186,52.03915171,0,111.4192496,2.365415987,14.68189233
2017,1426,935251,4.3,5.53997195,106.8723703,41.58485273,65.28751753,0,94.81065919,1.963534362,39.76157083
2016,1669,936021,5.4,7.24985021,92.98981426,32.05512283,60.93469143,0,79.14919113,0,52.18693829
2015,1525,937067,6.4,5.114754098,106.6229508,32.78688525,73.83606557,0,74.09836066,0,16.59016393
2014,1675,937500,7.6,7.223880597,101.7910448,28.8358209,72.95522388,0,50.62686567,0,0
2019,800,470313,2.9,24.375,84,51.75,32.25,0,51,0,26.375
2018,743,466258,2.9,25.03364738,86.5410498,52.48990579,34.05114401,0,55.45087483,0,31.35935397
2017,812,461565,3.2,16.50246305,86.94581281,49.13793103,37.80788177,0,50.73891626,0,20.56650246
2016,748,456089,4,10.82887701,105.7486631,61.22994652,44.51871658,0,58.68983957,0.401069519,13.36898396
2015,783,451297,4.6,12.2605364,99.3614304,59.13154534,40.22988506,0,47.76500639,1.660280971,27.96934866
2014,861,447903,5.5,9.407665505,92.91521487,54.00696864,38.90824623,0,56.79442509,11.2659698,13.70499419
2019,357,1206212,3.490909091,13.16526611,93.83753501,61.9047619,31.93277311,0,40.89635854,0,1.400560224
2018,268,1185717,3.581818182,8.955223881,110.4477612,67.91044776,42.53731343,0,54.47761194,0,10.82089552
2017,285,1163870,3.822727273,8.771929825,124.2105263,73.68421053,50.52631579,0,53.33333333,0,0
2016,296,1138258,4.940909091,8.783783784,116.8918919,69.25675676,47.63513514,0,51.35135135,0,0
2015,268,1114958,5.768181818,22.01492537,109.3283582,66.41791045,42.91044776,0,70.89552239,0,0
2014,286,1096824,6.822727273,16.08391608,112.2377622,65.03496503,47.2027972,0,66.43356643,0,0
2019,1986,694144,2.5,29.45619335,77.08962739,58.50956697,18.32829809,0.251762336,63.49446123,5.991943605,8.408862034
2018,2298,690516,2.6,26.80591819,84.85639687,62.27154047,22.36727589,0.217580505,50.60922541,5.091383812,6.657963446
2017,2337,687159,2.8,27.34274711,76.29439452,52.28925973,24.00513479,0,51.3478819,5.049208387,4.278990158
2016,2365,685829,3.6,28.45665962,91.58562368,67.48414376,24.10147992,0,54.37632135,0.761099366,3.128964059
2015,2154,679793,4.3,21.81987001,102.5998143,75.16248839,27.06592386,0.371402043,62.67409471,0,5.013927577
2014,2234,669611,5,9.265890779,90.73410922,52.32766338,37.69024172,0.716204118,59.80304387,0,2.148612355
2019,273,281356,4.025,23.80952381,104.029304,88.27838828,15.75091575,0,63.73626374,0,9.523809524
2018,258,277722,3.9,17.82945736,112.4031008,99.6124031,12.79069767,0,36.04651163,0,18.21705426
2017,252,274622,4.183333333,33.33333333,102.7777778,97.22222222,5.555555556,0,36.50793651,0,3.571428571
2016,249,271103,5.483333333,24.89959839,136.9477912,107.6305221,29.31726908,0,47.79116466,8.43373494,44.97991968
2015,362,269192,6.666666667,51.38121547,67.9558011,37.01657459,30.93922652,0,30.11049724,7.73480663,0
2014,342,267861,7.741666667,46.19883041,93.56725146,63.15789474,30.40935673,0,40.05847953,0,0
2019,959,624333,4.45,88.73826903,10.42752868,5.005213764,4.588112617,0.834202294,27.63295099,0,10.32325339
2018,1026,625209,4.6,88.10916179,10.4288499,5.263157895,4.385964912,0.779727096,27.87524366,0,10.03898635
2017,1103,624971,4.88,87.8513146,12.96464189,9.066183137,3.173164098,0.725294651,28.01450589,0,5.530371714
2016,1541,624565,6.295,89.42245295,13.17326411,8.760545101,3.8935756,0.519143413,22.06359507,0,3.69889682
2015,1563,627589,7.37,90.33909149,13.62763916,8.765195138,4.350607806,0.511836212,20.85732566,0,4.094689699
2014,1601,630438,8.775,87.19550281,17.17676452,12.80449719,3.872579638,0.499687695,16.5521549,0,7.120549656
2019,405,745628,4.192857143,36.79012346,114.5679012,87.16049383,27.40740741,0,115.0617284,0,36.2962963
2018,360,742073,4.135714286,30.55555556,145.2777778,111.9444444,33.33333333,0,130.2777778,0,29.72222222
2017,450,738494,4.528571429,32.22222222,122.2222222,94.66666667,27.55555556,0,113.7777778,0,12
2016,448,735842,5.892857143,33.25892857,113.3928571,81.02678571,32.36607143,0,120.5357143,0,14.73214286
2015,577,733839,6.885714286,26.34315425,90.64124783,65.85788562,24.78336222,0,89.08145581,0,6.412478336
2014,598,733277,8.142857143,27.75919732,93.14381271,66.55518395,26.58862876,0,79.09698997,0,3.846153846
2019,384,332285,2.6,42.1875,54.42708333,33.85416667,20.57291667,0,61.45833333,0,3.125
2018,283,324647,2.7,26.14840989,74.91166078,53.00353357,21.90812721,0,75.26501767,0,0
