FIPS,county,state,population
28073,Jefferson Davis, Mississippi,"11,128"
28075,Jones, Mississippi,"68,098"
28077,Kemper, Mississippi,"9,742"
28079,Lafayette, Mississippi,"54,019"
28081,Lamar, Mississippi,"63,343"
28083,Lauderdale, Mississippi,"74,125"
28085,Lawrence, Mississippi,"12,586"
28087,Leake, Mississippi,"22,786"
28089,Lee, Mississippi,"85,436"
28091,Leflore, Mississippi,"28,183"
28093,Lincoln, Mississippi,"34,153"
28095,Lowndes, Mississippi,"58,595"
28097,Madison, Mississippi,"106,272"
28099,Marion, Mississippi,"24,573"
28101,Marshall, Mississippi,"35,294"
28103,Monroe, Mississippi,"35,252"
28105,Montgomery, Mississippi,"9,775"
28107,Neshoba, Mississippi,"29,118"
28109,Newton, Mississippi,"21,018"
28111,Noxubee, Mississippi,"10,417"
28113,Oktibbeha, Mississippi,"49,587"
28115,Panola, Mississippi,"34,192"
28117,Pearl River, Mississippi,"55,535"
28119,Perry, Mississippi,"11,973"
28121,Pike, Mississippi,"39,288"
28123,Pontotoc, Mississippi,"32,174"
28125,Prentiss, Mississippi,"25,126"
28127,Quitman, Mississippi,"6,792"
28129,Rankin, Mississippi,"155,271"
28131,Scott, Mississippi,"28,124"
28133,Sharkey, Mississippi,"4,321"
28135,Simpson, Mississippi,"26,658"
28137,Smith, Mississippi,"15,916"
28139,Stone, Mississippi,"18,336"
28141,Sunflower, Mississippi,"25,110"
28143,Tallahatchie, Mississippi,"13,809"
28145,Tate, Mississippi,"28,321"
28147,Tippah, Mississippi,"22,015"
28149,Tishomingo, Mississippi,"19,383"
28151,Tunica, Mississippi,"9,632"
28153,Union, Mississippi,"28,815"
28155,Walthall, Mississippi,"14,286"
28157,Warren, Mississippi,"45,381"
28159,Washington, Mississippi,"43,909"
28161,Wayne, Mississippi,"20,183"
28163,Webster, Mississippi,"9,689"
29001,Wilkinson, Mississippi,"8,630"
29003,Winston, Mississippi,"17,955"
29005,Yalobusha, Mississippi,"12,108"
29007,Yazoo, Mississippi,"29,690"
29009,Adair, Missouri,"25,343"
29011,Andrew, Missouri,"17,712"
29013,Atchison, Missouri,"5,143"
29015,Audrain, Missouri,"25,388"
29017,Barry, Missouri,"35,789"
29019,Barton, Missouri,"11,754"
29021,Bates, Missouri,"16,172"
29023,Benton, Missouri,"19,443"
29025,Bollinger, Missouri,"12,133"
29027,Boone, Missouri,"180,463"
29029,Buchanan, Missouri,"87,364"
29031,Butler, Missouri,"42,478"
29033,Caldwell, Missouri,"9,020"
29035,Callaway, Missouri,"44,743"
29037,Camden, Missouri,"46,305"
29039,Cape Girardeau, Missouri,"78,871"
29041,Carroll, Missouri,"8,679"
29043,Carter, Missouri,"5,982"
29045,Cass, Missouri,"105,780"
29047,Cedar, Missouri,"14,349"
29049,Chariton, Missouri,"7,426"
29051,Christian, Missouri,"88,595"
29053,Clark, Missouri,"6,797"
29055,Clay, Missouri,"249,948"
29057,Clinton, Missouri,"20,387"
29059,Cole, Missouri,"76,745"
29061,Cooper, Missouri,"17,709"
29063,Crawford, Missouri,"23,920"
29065,Dade, Missouri,"7,561"
29067,Dallas, Missouri,"16,878"
29069,Daviess, Missouri,"8,278"
29071,DeKalb, Missouri,"12,547"
29073,Dent, Missouri,"15,573"
29075,Douglas, Missouri,"13,185"
29077,Dunklin, Missouri,"29,131"
29079,Franklin, Missouri,"103,967"
29081,Gasconade, Missouri,"14,706"
29083,Gentry, Missouri,"6,571"
29085,Greene, Missouri,"293,086"
29087,Grundy, Missouri,"9,850"
29089,Harrison, Missouri,"8,352"
29091,Henry, Missouri,"21,824"
29093,Hickory, Missouri,"9,544"
29095,Holt, Missouri,"4,403"
29097,Howard, Missouri,"10,001"
29099,Howell, Missouri,"40,117"
29101,Iron, Missouri,"10,125"
29103,Jackson, Missouri,"703,011"
29105,Jasper, Missouri,"121,328"
29107,Jefferson, Missouri,"225,081"
29109,Johnson, Missouri,"54,062"
29111,Knox, Missouri,"3,959"
29113,Laclede, Missouri,"35,723"
29115,Lafayette, Missouri,"32,708"
29117,Lawrence, Missouri,"38,355"
29119,Lewis, Missouri,"9,776"
29121,Lincoln, Missouri,"59,013"
29123,Linn, Missouri,"11,920"
29125,Livingston, Missouri,"15,227"
29127,McDonald, Missouri,"22,837"
29129,Macon, Missouri,"15,117"
29131,Madison, Missouri,"12,088"
29133,Maries, Missouri,"8,697"
29135,Marion, Missouri,"28,530"
29137,Mercer, Missouri,"3,617"
29139,Miller, Missouri,"25,619"
29141,Mississippi, Missouri,"13,180"
29143,Moniteau, Missouri,"16,132"
29145,Monroe, Missouri,"8,644"
29147,Montgomery, Missouri,"11,551"
29149,Morgan, Missouri,"20,627"
29151,New Madrid, Missouri,"17,076"
29153,Newton, Missouri,"58,236"
29155,Nodaway, Missouri,"22,092"
29157,Oregon, Missouri,"10,529"
29159,Osage, Missouri,"13,615"
29161,Ozark, Missouri,"9,174"
29163,Pemiscot, Missouri,"15,805"
29165,Perry, Missouri,"19,136"
29167,Pettis, Missouri,"42,339"
29169,Phelps, Missouri,"44,573"
29171,Pike, Missouri,"18,302"
29173,Platte, Missouri,"104,418"
29175,Polk, Missouri,"32,149"
29177,Pulaski, Missouri,"52,607"
29179,Putnam, Missouri,"4,696"
29181,Ralls, Missouri,"10,309"
29183,Randolph, Missouri,"24,748"
29185,Ray, Missouri,"23,018"
29186,Reynolds, Missouri,"6,270"
29187,Ripley, Missouri,"13,288"
29189,St Charles, Missouri,"402,022"
29195,St Clair, Missouri,"9,397"
29197,Ste Genevieve, Missouri,"17,894"
29199,St Francois, Missouri,"67,215"
29201,St Louis, Missouri,"994,205"
29203,Saline, Missouri,"22,761"
29205,Schuyler, Missouri,"4,660"
29207,Scotland, Missouri,"4,902"
29209,Scott, Missouri,"38,280"
29211,Shannon, Missouri,"8,166"
29213,Shelby, Missouri,"5,930"
29215,Stoddard, Missouri,"29,025"
29217,Stone, Missouri,"31,952"
29219,Sullivan, Missouri,"6,089"
29221,Taney, Missouri,"55,928"
29223,Texas, Missouri,"25,398"
29225,Vernon, Missouri,"20,563"
29227,Warren, Missouri,"35,649"
29229,Washington, Missouri,"24,730"
29510,Wayne, Missouri,"12,873"
30001,Webster, Missouri,"39,592"
30003,Worth, Missouri,"2,013"
30005,Wright, Missouri,"18,289"
30007,St Louis city, Missouri,"300,576"
30009,Beaverhead, Montana,"9,453"
30011,Big Horn, Montana,"13,319"
30013,Blaine, Montana,"6,681"
30015,Broadwater, Montana,"6,237"
30017,Carbon, Montana,"10,725"
30019,Carter, Montana,"1,252"
30021,Cascade, Montana,"81,366"
30023,Chouteau, Montana,"5,635"
30025,Custer, Montana,"11,402"
30027,Daniels, Montana,"1,690"
30029,Dawson, Montana,"8,613"
30031,Deer Lodge, Montana,"9,140"
30033,Fallon, Montana,"2,846"
30035,Fergus, Montana,"11,050"
30037,Flathead, Montana,"103,806"
30039,Gallatin, Montana,"114,434"
30041,Garfield, Montana,"1,258"
30043,Glacier, Montana,"13,753"
30045,Golden Valley, Montana,821
30047,Granite, Montana,"3,379"
30049,Hill, Montana,"16,484"
30051,Jefferson, Montana,"12,221"
30053,Judith Basin, Montana,"2,007"
30055,Lake, Montana,"30,458"
30057,Lewis and Clark, Montana,"69,432"
30059,Liberty, Montana,"2,337"
30061,Lincoln, Montana,"19,980"
30063,McCone, Montana,"1,664"
30065,Madison, Montana,"8,600"
30067,Meagher, Montana,"1,862"
30069,Mineral, Montana,"4,397"
30071,Missoula, Montana,"119,600"
30073,Musselshell, Montana,"4,633"
30075,Park, Montana,"16,606"
30077,Petroleum, Montana,487
30079,Phillips, Montana,"3,954"
30081,Pondera, Montana,"5,911"
30083,Powder River, Montana,"1,682"
30085,Powell, Montana,"6,890"
30087,Prairie, Montana,"1,077"
30089,Ravalli, Montana,"43,806"
30091,Richland, Montana,"10,803"
30093,Roosevelt, Montana,"11,004"
30095,Rosebud, Montana,"8,937"
30097,Sanders, Montana,"12,113"
30099,Sheridan, Montana,"3,309"
30101,Silver Bow, Montana,"34,915"
30103,Stillwater, Montana,"9,642"
30105,Sweet Grass, Montana,"3,737"
30107,Teton, Montana,"6,147"
30109,Toole, Montana,"4,736"
30111,Treasure, Montana,696
30113,Valley, Montana,"7,396"
31001,Wheatland, Montana,"2,126"
31003,Wibaux, Montana,969
31005,Yellowstone, Montana,"161,300"
31007,Adams, Nebraska,"31,363"
31009,Antelope, Nebraska,"6,298"
31011,Arthur, Nebraska,463
31013,Banner, Nebraska,745
31015,Blaine, Nebraska,465
31017,Boone, Nebraska,"5,192"
31019,Box Butte, Nebraska,"10,783"
31021,Boyd, Nebraska,"1,919"
31023,Brown, Nebraska,"2,955"
31025,Buffalo, Nebraska,"49,659"
31027,Burt, Nebraska,"6,459"
31029,Butler, Nebraska,"8,016"
31031,Cass, Nebraska,"26,248"
31033,Cedar, Nebraska,"8,402"
31035,Chase, Nebraska,"3,924"
31037,Cherry, Nebraska,"5,689"
31039,Cheyenne, Nebraska,"8,910"
31041,Clay, Nebraska,"6,203"
31043,Colfax, Nebraska,"10,709"
31045,Cuming, Nebraska,"8,846"
31047,Custer, Nebraska,"10,777"
31049,Dakota, Nebraska,"20,026"
31051,Dawes, Nebraska,"8,589"
31053,Dawson, Nebraska,"23,595"
31055,Deuel, Nebraska,"1,794"
31057,Dixon, Nebraska,"5,636"
31059,Dodge, Nebraska,"36,565"
31061,Douglas, Nebraska,"571,327"
31063,Dundy, Nebraska,"1,693"
31065,Fillmore, Nebraska,"5,462"
31067,Franklin, Nebraska,"2,979"
31069,Frontier, Nebraska,"2,627"
31071,Furnas, Nebraska,"4,676"
31073,Gage, Nebraska,"21,513"
31075,Garden, Nebraska,"1,837"
31077,Garfield, Nebraska,"1,969"
31079,Gosper, Nebraska,"1,990"
31081,Grant, Nebraska,623
31083,Greeley, Nebraska,"2,356"
31085,Hall, Nebraska,"61,353"
31087,Hamilton, Nebraska,"9,324"
31089,Harlan, Nebraska,"3,380"
31091,Hayes, Nebraska,922
31093,Hitchcock, Nebraska,"2,762"
31095,Holt, Nebraska,"10,067"
31097,Hooker, Nebraska,682
31099,Howard, Nebraska,"6,445"
31101,Jefferson, Nebraska,"7,046"
31103,Johnson, Nebraska,"5,071"
31105,Kearney, Nebraska,"6,495"
31107,Keith, Nebraska,"8,034"
31109,Keya Paha, Nebraska,806
31111,Kimball, Nebraska,"3,632"
31113,Knox, Nebraska,"8,332"
31115,Lancaster, Nebraska,"319,090"
31117,Lincoln, Nebraska,"34,914"
31119,Logan, Nebraska,748
31121,Loup, Nebraska,664
31123,McPherson, Nebraska,494
31125,Madison, Nebraska,"35,099"
31127,Merrick, Nebraska,"7,755"
31129,Morrill, Nebraska,"4,642"
31131,Nance, Nebraska,"3,519"
31133,Nemaha, Nebraska,"6,972"
31135,Nuckolls, Nebraska,"4,148"
31137,Otoe, Nebraska,"16,012"
31139,Pawnee, Nebraska,"2,613"
31141,Perkins, Nebraska,"2,891"
31143,Phelps, Nebraska,"9,034"
31145,Pierce, Nebraska,"7,148"
31147,Platte, Nebraska,"33,470"
31149,Polk, Nebraska,"5,213"
31151,Red Willow, Nebraska,"10,724"
31153,Richardson, Nebraska,"7,865"
31155,Rock, Nebraska,"1,357"
31157,Saline, Nebraska,"14,224"
31159,Sarpy, Nebraska,"187,196"
31161,Saunders, Nebraska,"21,578"
31163,Scotts Bluff, Nebraska,"35,618"
31165,Seward, Nebraska,"17,284"
31167,Sheridan, Nebraska,"5,246"
31169,Sherman, Nebraska,"3,001"
31171,Sioux, Nebraska,"1,166"
31173,Stanton, Nebraska,"5,920"
31175,Thayer, Nebraska,"5,003"
31177,Thomas, Nebraska,722
31179,Thurston, Nebraska,"7,224"
31181,Valley, Nebraska,"4,158"
31183,Washington, Nebraska,"20,729"
31185,Wayne, Nebraska,"9,385"
32001,Webster, Nebraska,"3,487"
32003,Wheeler, Nebraska,783
32005,York, Nebraska,"13,679"
32007,Churchill, Nevada,"24,909"
32009,Clark, Nevada,"2,266,715"
32011,Douglas, Nevada,"48,905"
32013,Elko, Nevada,"52,778"
32015,Esmeralda, Nevada,873
32017,Eureka, Nevada,"2,029"
32019,Humboldt, Nevada,"16,831"
32021,Lander, Nevada,"5,532"
32023,Lincoln, Nevada,"5,183"
32027,Lyon, Nevada,"57,510"
32029,Mineral, Nevada,"4,505"
32031,Nye, Nevada,"46,523"
32033,Pershing, Nevada,"6,725"
32510,Storey, Nevada,"4,123"
33001,Washoe, Nevada,"471,519"
33003,White Pine, Nevada,"9,580"
33005,Carson City, Nevada,"55,916"
33007,Belknap, New Hampshire,"61,303"
33009,Carroll, New Hampshire,"48,910"
33011,Cheshire, New Hampshire,"76,085"
33013,Coos, New Hampshire,"31,563"
33015,Grafton, New Hampshire,"89,886"
33017,Hillsborough, New Hampshire,"417,025"
33019,Merrimack, New Hampshire,"151,391"
34001,Rockingham, New Hampshire,"309,769"
34003,Strafford, New Hampshire,"130,633"
34005,Sullivan, New Hampshire,"43,146"
34007,Atlantic, New Jersey,"263,670"
34009,Bergen, New Jersey,"932,202"
34011,Burlington, New Jersey,"445,349"
34013,Camden, New Jersey,"506,471"
34015,Cape May, New Jersey,"92,039"
34017,Cumberland, New Jersey,"149,527"
34019,Essex, New Jersey,"798,975"
34021,Gloucester, New Jersey,"291,636"
34023,Hudson, New Jersey,"672,391"
34025,Hunterdon, New Jersey,"124,371"
34027,Mercer, New Jersey,"367,430"
34029,Middlesex, New Jersey,"825,062"
34031,Monmouth, New Jersey,"618,795"
34033,Morris, New Jersey,"491,845"
34035,Ocean, New Jersey,"607,186"
34037,Passaic, New Jersey,"501,826"
34039,Salem, New Jersey,"62,385"
34041,Somerset, New Jersey,"328,934"
35001,Sussex, New Jersey,"140,488"
35003,Union, New Jersey,"556,341"
35005,Warren, New Jersey,"105,267"
35006,Bernalillo, New Mexico,"679,121"
35007,Catron, New Mexico,"3,527"
35009,Chaves, New Mexico,"64,615"
35011,Cibola, New Mexico,"26,675"
35013,Colfax, New Mexico,"11,941"
35015,Curry, New Mexico,"48,954"
35017,De Baca, New Mexico,"1,748"
35019,Doña Ana, New Mexico,"218,195"
35021,Eddy, New Mexico,"58,460"
35023,Grant, New Mexico,"26,998"
35025,Guadalupe, New Mexico,"4,300"
35027,Harding, New Mexico,625
35028,Hidalgo, New Mexico,"4,198"
35029,Lea, New Mexico,"71,070"
35031,Lincoln, New Mexico,"19,572"
35033,Los Alamos, New Mexico,"19,369"
35035,Luna, New Mexico,"23,709"
35037,McKinley, New Mexico,"71,367"
35039,Mora, New Mexico,"4,521"
35041,Otero, New Mexico,"67,490"
35043,Quay, New Mexico,"8,253"
35045,Rio Arriba, New Mexico,"38,921"
35047,Roosevelt, New Mexico,"18,500"
35049,Sandoval, New Mexico,"146,748"
35051,San Juan, New Mexico,"123,958"
35053,San Miguel, New Mexico,"27,277"
35055,Santa Fe, New Mexico,"150,358"
35057,Sierra, New Mexico,"10,791"
35059,Socorro, New Mexico,"16,637"
35061,Taos, New Mexico,"32,723"
36001,Torrance, New Mexico,"15,461"
36003,Union, New Mexico,"4,059"
36005,Valencia, New Mexico,"76,688"
36007,Albany, New York,"305,506"
36009,Allegany, New York,"46,091"
36011,Bronx, New York,"1,418,207"
36013,Broome, New York,"190,488"
36015,Cattaraugus, New York,"76,117"
36017,Cayuga, New York,"76,576"
36019,Chautauqua, New York,"126,903"
36021,Chemung, New York,"83,456"
36023,Chenango, New York,"47,207"
36025,Clinton, New York,"80,485"
36027,Columbia, New York,"59,461"
36029,Cortland, New York,"47,581"
36031,Delaware, New York,"44,135"
36033,Dutchess, New York,"294,218"
36035,Erie, New York,"918,702"
36037,Essex, New York,"36,885"
36039,Franklin, New York,"50,022"
36041,Fulton, New York,"53,383"
36043,Genesee, New York,"57,280"
36045,Greene, New York,"47,188"
36047,Hamilton, New York,"4,416"
36049,Herkimer, New York,"61,319"
36051,Jefferson, New York,"109,834"
36053,Kings, New York,"2,559,903"
36055,Lewis, New York,"26,296"
36057,Livingston, New York,"62,914"
36059,Madison, New York,"70,941"
36061,Monroe, New York,"741,770"
36063,Montgomery, New York,"49,221"
36065,Nassau, New York,"1,356,924"
36067,New York, New York,"1,628,706"
36069,Niagara, New York,"209,281"
36071,Oneida, New York,"228,671"
36073,Onondaga, New York,"460,528"
36075,Ontario, New York,"109,777"
36077,Orange, New York,"384,940"
36079,Orleans, New York,"40,352"
36081,Oswego, New York,"117,124"
36083,Otsego, New York,"59,493"
36085,Putnam, New York,"98,320"
36087,Queens, New York,"2,253,858"
36089,Rensselaer, New York,"158,714"
36091,Richmond, New York,"476,143"
36093,Rockland, New York,"325,789"
36095,St Lawrence, New York,"107,740"
36097,Saratoga, New York,"229,863"
36099,Schenectady, New York,"155,299"
36101,Schoharie, New York,"30,999"
36103,Schuyler, New York,"17,807"
36105,Seneca, New York,"34,016"
36107,Steuben, New York,"95,379"
36109,Suffolk, New York,"1,476,601"
36111,Sullivan, New York,"75,432"
36113,Tioga, New York,"48,203"
36115,Tompkins, New York,"102,180"
36117,Ulster, New York,"177,573"
36119,Warren, New York,"63,944"
36121,Washington, New York,"61,204"
36123,Wayne, New York,"89,918"
37001,Westchester, New York,"967,506"
37003,Wyoming, New York,"39,859"
37005,Yates, New York,"24,913"
37007,Alamance, North Carolina,"169,509"
37009,Alexander, North Carolina,"37,497"
37011,Alleghany, North Carolina,"11,137"
37013,Anson, North Carolina,"24,446"
37015,Ashe, North Carolina,"27,203"
37017,Avery, North Carolina,"17,557"
37019,Beaufort, North Carolina,"46,994"
37021,Bertie, North Carolina,"18,947"
37023,Bladen, North Carolina,"32,722"
37025,Brunswick, North Carolina,"142,820"
37027,Buncombe, North Carolina,"261,191"
37029,Burke, North Carolina,"90,485"
37031,Cabarrus, North Carolina,"216,453"
37033,Caldwell, North Carolina,"82,178"
37035,Camden, North Carolina,"10,867"
37037,Carteret, North Carolina,"69,473"
37039,Caswell, North Carolina,"22,604"
37041,Catawba, North Carolina,"159,551"
37043,Chatham, North Carolina,"74,470"
37045,Cherokee, North Carolina,"28,612"
37047,Chowan, North Carolina,"13,943"
37049,Clay, North Carolina,"11,231"
37051,Cleveland, North Carolina,"97,947"
37053,Columbus, North Carolina,"55,508"
37055,Craven, North Carolina,"102,139"
37057,Cumberland, North Carolina,"335,509"
37059,Currituck, North Carolina,"27,763"
37061,Dare, North Carolina,"37,009"
37063,Davidson, North Carolina,"167,609"
37065,Davie, North Carolina,"42,846"
37067,Duplin, North Carolina,"58,741"
37069,Durham, North Carolina,"321,488"
37071,Edgecombe, North Carolina,"51,472"
37073,Forsyth, North Carolina,"382,295"
37075,Franklin, North Carolina,"69,685"
37077,Gaston, North Carolina,"224,529"
37079,Gates, North Carolina,"11,562"
37081,Graham, North Carolina,"8,441"
37083,Granville, North Carolina,"60,443"
37085,Greene, North Carolina,"21,069"
37087,Guilford, North Carolina,"537,174"
37089,Halifax, North Carolina,"50,010"
37091,Harnett, North Carolina,"135,976"
37093,Haywood, North Carolina,"62,317"
37095,Henderson, North Carolina,"117,417"
37097,Hertford, North Carolina,"23,677"
37099,Hoke, North Carolina,"55,234"
37101,Hyde, North Carolina,"4,937"
37103,Iredell, North Carolina,"181,806"
37105,Jackson, North Carolina,"43,938"
37107,Johnston, North Carolina,"209,339"
37109,Jones, North Carolina,"9,419"
37111,Lee, North Carolina,"61,779"
37113,Lenoir, North Carolina,"55,949"
37115,Lincoln, North Carolina,"86,111"
37117,McDowell, North Carolina,"45,756"
37119,Macon, North Carolina,"35,858"
37121,Madison, North Carolina,"21,755"
37123,Martin, North Carolina,"22,440"
37125,Mecklenburg, North Carolina,"1,110,356"
37127,Mitchell, North Carolina,"14,964"
37129,Montgomery, North Carolina,"27,173"
37131,Moore, North Carolina,"100,880"
37133,Nash, North Carolina,"94,298"
37135,New Hanover, North Carolina,"234,473"
37137,Northampton, North Carolina,"19,483"
37139,Onslow, North Carolina,"197,938"
37141,Orange, North Carolina,"148,476"
37143,Pamlico, North Carolina,"12,726"
37145,Pasquotank, North Carolina,"39,824"
37147,Pender, North Carolina,"63,060"
37149,Perquimans, North Carolina,"13,463"
37151,Person, North Carolina,"39,490"
37153,Pitt, North Carolina,"180,742"
37155,Polk, North Carolina,"20,724"
37157,Randolph, North Carolina,"143,667"
37159,Richmond, North Carolina,"44,829"
37161,Robeson, North Carolina,"130,625"
37163,Rockingham, North Carolina,"91,010"
37165,Rowan, North Carolina,"142,088"
37167,Rutherford, North Carolina,"67,029"
37169,Sampson, North Carolina,"63,531"
37171,Scotland, North Carolina,"34,823"
37173,Stanly, North Carolina,"62,806"
37175,Stokes, North Carolina,"45,591"
37177,Surry, North Carolina,"71,783"
37179,Swain, North Carolina,"14,271"
37181,Transylvania, North Carolina,"34,385"
37183,Tyrrell, North Carolina,"4,016"
37185,Union, North Carolina,"239,859"
37187,Vance, North Carolina,"44,535"
37189,Wake, North Carolina,"1,111,761"
37191,Warren, North Carolina,"19,731"
37193,Washington, North Carolina,"11,580"
37195,Watauga, North Carolina,"56,177"
37197,Wayne, North Carolina,"123,131"
37199,Wilkes, North Carolina,"68,412"
38001,Wilson, North Carolina,"81,801"
38003,Yadkin, North Carolina,"37,667"
38005,Yancey, North Carolina,"18,069"
38007,Adams, North Dakota,"2,216"
38009,Barnes, North Dakota,"10,415"
38011,Benson, North Dakota,"6,832"
38013,Billings, North Dakota,928
38015,Bottineau, North Dakota,"6,282"
38017,Bowman, North Dakota,"3,024"
38019,Burke, North Dakota,"2,115"
38021,Burleigh, North Dakota,"95,626"
38023,Cass, North Dakota,"181,923"
38025,Cavalier, North Dakota,"3,762"
38027,Dickey, North Dakota,"4,872"
38029,Divide, North Dakota,"2,264"
38031,Dunn, North Dakota,"4,424"
38033,Eddy, North Dakota,"2,287"
38035,Emmons, North Dakota,"3,241"
38037,Foster, North Dakota,"3,210"
38039,Golden Valley, North Dakota,"1,761"
38041,Grand Forks, North Dakota,"69,451"
38043,Grant, North Dakota,"2,274"
38045,Griggs, North Dakota,"2,231"
38047,Hettinger, North Dakota,"2,499"
38049,Kidder, North Dakota,"2,480"
38051,LaMoure, North Dakota,"4,046"
38053,Logan, North Dakota,"1,850"
38055,McHenry, North Dakota,"5,745"
38057,McIntosh, North Dakota,"2,497"
38059,McKenzie, North Dakota,"15,024"
38061,McLean, North Dakota,"9,450"
38063,Mercer, North Dakota,"8,187"
38065,Morton, North Dakota,"31,364"
38067,Mountrail, North Dakota,"10,545"
38069,Nelson, North Dakota,"2,879"
38071,Oliver, North Dakota,"1,959"
38073,Pembina, North Dakota,"6,801"
38075,Pierce, North Dakota,"3,975"
38077,Ramsey, North Dakota,"11,519"
38079,Ransom, North Dakota,"5,218"
38081,Renville, North Dakota,"2,327"
38083,Richland, North Dakota,"16,177"
38085,Rolette, North Dakota,"14,176"
38087,Sargent, North Dakota,"3,898"
38089,Sheridan, North Dakota,"1,315"
38091,Sioux, North Dakota,"4,230"
38093,Slope, North Dakota,750
38095,Stark, North Dakota,"31,489"
38097,Steele, North Dakota,"1,890"
38099,Stutsman, North Dakota,"20,704"
38101,Towner, North Dakota,"2,189"
38103,Traill, North Dakota,"8,036"
38105,Walsh, North Dakota,"10,641"
39001,Ward, North Dakota,"67,641"
39003,Wells, North Dakota,"3,834"
39005,Williams, North Dakota,"37,589"
39007,Adams, Ohio,"27,698"
39009,Allen, Ohio,"102,351"
39011,Ashland, Ohio,"53,484"
39013,Ashtabula, Ohio,"97,241"
39015,Athens, Ohio,"65,327"
39017,Auglaize, Ohio,"45,656"
39019,Belmont, Ohio,"67,006"
39021,Brown, Ohio,"43,432"
39023,Butler, Ohio,"383,134"
39025,Carroll, Ohio,"26,914"
39027,Champaign, Ohio,"38,885"
39029,Clark, Ohio,"134,083"
39031,Clermont, Ohio,"206,428"
39033,Clinton, Ohio,"41,968"
39035,Columbiana, Ohio,"101,883"
39037,Coshocton, Ohio,"36,600"
39039,Crawford, Ohio,"41,494"
39041,Cuyahoga, Ohio,"1,235,072"
39043,Darke, Ohio,"51,113"
39045,Defiance, Ohio,"38,087"
39047,Delaware, Ohio,"209,177"
39049,Erie, Ohio,"74,266"
39051,Fairfield, Ohio,"157,574"
39053,Fayette, Ohio,"28,525"
39055,Franklin, Ohio,"1,316,756"
39057,Fulton, Ohio,"42,126"
39059,Gallia, Ohio,"29,898"
39061,Geauga, Ohio,"93,649"
39063,Greene, Ohio,"168,937"
39065,Guernsey, Ohio,"38,875"
39067,Hamilton, Ohio,"817,473"
39069,Hancock, Ohio,"75,783"
39071,Hardin, Ohio,"31,365"
39073,Harrison, Ohio,"15,040"
39075,Henry, Ohio,"27,006"
39077,Highland, Ohio,"43,161"
39079,Hocking, Ohio,"28,264"
39081,Holmes, Ohio,"43,960"
39083,Huron, Ohio,"58,266"
39085,Jackson, Ohio,"32,413"
39087,Jefferson, Ohio,"65,325"
39089,Knox, Ohio,"62,322"
39091,Lake, Ohio,"230,149"
39093,Lawrence, Ohio,"59,463"
39095,Licking, Ohio,"176,862"
39097,Logan, Ohio,"45,672"
39099,Lorain, Ohio,"309,833"
39101,Lucas, Ohio,"428,348"
39103,Madison, Ohio,"44,731"
39105,Mahoning, Ohio,"228,683"
39107,Marion, Ohio,"65,093"
39109,Medina, Ohio,"179,746"
39111,Meigs, Ohio,"22,907"
39113,Mercer, Ohio,"41,172"
39115,Miami, Ohio,"106,987"
39117,Monroe, Ohio,"13,654"
39119,Montgomery, Ohio,"531,687"
39121,Morgan, Ohio,"14,508"
39123,Morrow, Ohio,"35,328"
39125,Muskingum, Ohio,"86,215"
39127,Noble, Ohio,"14,424"
39129,Ottawa, Ohio,"40,525"
39131,Paulding, Ohio,"18,672"
39133,Perry, Ohio,"36,134"
39135,Pickaway, Ohio,"58,457"
39137,Pike, Ohio,"27,772"
39139,Portage, Ohio,"162,466"
39141,Preble, Ohio,"40,882"
39143,Putnam, Ohio,"33,861"
39145,Richland, Ohio,"121,154"
39147,Ross, Ohio,"76,666"
39149,Sandusky, Ohio,"58,518"
39151,Scioto, Ohio,"75,314"
39153,Seneca, Ohio,"55,178"
39155,Shelby, Ohio,"48,590"
39157,Stark, Ohio,"370,606"
39159,Summit, Ohio,"541,013"
39161,Trumbull, Ohio,"197,974"
39163,Tuscarawas, Ohio,"91,987"
39165,Union, Ohio,"58,988"
39167,Van Wert, Ohio,"28,275"
39169,Vinton, Ohio,"13,085"
39171,Warren, Ohio,"234,602"
39173,Washington, Ohio,"59,911"
39175,Wayne, Ohio,"115,710"
40001,Williams, Ohio,"36,692"
40003,Wood, Ohio,"130,817"
40005,Wyandot, Ohio,"21,772"
40007,Adair, Oklahoma,"22,194"
40009,Alfalfa, Oklahoma,"5,702"
40011,Atoka, Oklahoma,"13,758"
40013,Beaver, Oklahoma,"5,311"
40015,Beckham, Oklahoma,"21,859"
40017,Blaine, Oklahoma,"9,429"
40019,Bryan, Oklahoma,"47,995"
40021,Caddo, Oklahoma,"28,762"
40023,Canadian, Oklahoma,"148,306"
40025,Carter, Oklahoma,"48,111"
40027,Cherokee, Oklahoma,"48,657"
40029,Choctaw, Oklahoma,"14,672"
40031,Cimarron, Oklahoma,"2,137"
40033,Cleveland, Oklahoma,"284,014"
40035,Coal, Oklahoma,"5,495"
40037,Comanche, Oklahoma,"120,749"
40039,Cotton, Oklahoma,"5,666"
40041,Craig, Oklahoma,"14,142"
40043,Creek, Oklahoma,"71,522"
40045,Custer, Oklahoma,"29,003"
40047,Delaware, Oklahoma,"43,009"
40049,Dewey, Oklahoma,"4,891"
40051,Ellis, Oklahoma,"3,859"
40053,Garfield, Oklahoma,"61,056"
40055,Garvin, Oklahoma,"27,711"
40057,Grady, Oklahoma,"55,834"
40059,Grant, Oklahoma,"4,333"
