FIPS,county,state,population
51135,New Kent, Virginia,"23,091"
51137,Northampton, Virginia,"11,710"
51139,Northumberland, Virginia,"12,095"
51141,Nottoway, Virginia,"15,232"
51143,Orange, Virginia,"37,051"
51145,Page, Virginia,"23,902"
51147,Patrick, Virginia,"17,608"
51149,Pittsylvania, Virginia,"60,354"
51153,Powhatan, Virginia,"29,652"
51155,Prince Edward, Virginia,"22,802"
51157,Prince George, Virginia,"38,353"
51159,Prince William, Virginia,"470,335"
51161,Pulaski, Virginia,"34,027"
51163,Rappahannock, Virginia,"7,370"
51165,Richmond, Virginia,"9,023"
51167,Roanoke, Virginia,"94,186"
51169,Rockbridge, Virginia,"22,573"
51171,Rockingham, Virginia,"81,948"
51173,Russell, Virginia,"26,586"
51175,Scott, Virginia,"21,566"
51177,Shenandoah, Virginia,"43,616"
51179,Smyth, Virginia,"30,104"
51181,Southampton, Virginia,"17,631"
51183,Spotsylvania, Virginia,"136,215"
51185,Stafford, Virginia,"152,882"
51187,Surry, Virginia,"6,422"
51191,Sussex, Virginia,"11,159"
51193,Tazewell, Virginia,"40,595"
51195,Warren, Virginia,"40,164"
51197,Washington, Virginia,"53,740"
51199,Westmoreland, Virginia,"18,015"
51510,Wise, Virginia,"37,383"
51515,Wythe, Virginia,"28,684"
51520,York, Virginia,"68,280"
51530,Alexandria city, Virginia,"159,428"
51540,Bristol city, Virginia,"16,762"
51550,Buena Vista city, Virginia,"6,478"
51560,Charlottesville city, Virginia,"47,266"
51570,Chesapeake city, Virginia,"244,835"
51580,Colonial Heights city, Virginia,"17,370"
51590,Covington city, Virginia,"5,538"
51595,Danville city, Virginia,"40,044"
51600,Emporia city, Virginia,"5,346"
51610,Fairfax city, Virginia,"24,019"
51620,Falls Church city, Virginia,"14,617"
51630,Franklin city, Virginia,"7,967"
51640,Fredericksburg city, Virginia,"29,036"
51650,Galax city, Virginia,"6,347"
51660,Hampton city, Virginia,"134,510"
51670,Harrisonburg city, Virginia,"53,016"
51678,Hopewell city, Virginia,"22,529"
51680,Lexington city, Virginia,"7,446"
51683,Lynchburg city, Virginia,"82,168"
51685,Manassas city, Virginia,"41,085"
51690,Manassas Park city, Virginia,"17,478"
51700,Martinsville city, Virginia,"12,554"
51710,Newport News city, Virginia,"179,225"
51720,Norfolk city, Virginia,"242,742"
51730,Norton city, Virginia,"3,981"
51735,Petersburg city, Virginia,"31,346"
51740,Poquoson city, Virginia,"12,271"
51750,Portsmouth city, Virginia,"94,398"
51760,Radford city, Virginia,"18,249"
51770,Richmond city, Virginia,"230,436"
51775,Roanoke city, Virginia,"99,143"
51780,Salem city, Virginia,"25,301"
51790,Staunton city, Virginia,"24,932"
51800,Suffolk city, Virginia,"92,108"
51810,Virginia Beach city, Virginia,"449,974"
51820,Waynesboro city, Virginia,"22,630"
51830,Williamsburg city, Virginia,"14,954"
51840,Winchester city, Virginia,"28,078"
53001,Adams, Washington,"19,983"
53003,Asotin, Washington,"22,582"
53005,Benton, Washington,"204,390"
53007,Chelan, Washington,"77,200"
53009,Clallam, Washington,"77,331"
53011,Clark, Washington,"488,241"
53013,Columbia, Washington,"3,985"
53015,Cowlitz, Washington,"110,593"
53017,Douglas, Washington,"43,429"
53019,Ferry, Washington,"7,627"
53021,Franklin, Washington,"95,222"
53023,Garfield, Washington,"2,225"
53025,Grant, Washington,"97,733"
53027,Grays Harbor, Washington,"75,061"
53029,Island, Washington,"85,141"
53031,Jefferson, Washington,"32,221"
53033,King, Washington,"2,252,782"
53035,Kitsap, Washington,"271,473"
53037,Kittitas, Washington,"47,935"
53039,Klickitat, Washington,"22,425"
53041,Lewis, Washington,"80,707"
53043,Lincoln, Washington,"10,939"
53045,Mason, Washington,"66,768"
53047,Okanogan, Washington,"42,243"
53049,Pacific, Washington,"22,471"
53051,Pend Oreille, Washington,"13,724"
53053,Pierce, Washington,"904,980"
53055,San Juan, Washington,"17,582"
53057,Skagit, Washington,"129,205"
53059,Skamania, Washington,"12,083"
53061,Snohomish, Washington,"822,083"
53063,Spokane, Washington,"522,798"
53065,Stevens, Washington,"45,723"
53067,Thurston, Washington,"290,536"
53069,Wahkiakum, Washington,"4,488"
53071,Walla Walla, Washington,"60,760"
53073,Whatcom, Washington,"229,247"
53075,Whitman, Washington,"50,104"
53077,Yakima, Washington,"250,873"
54001,Barbour, West Virginia,"16,441"
54003,Berkeley, West Virginia,"119,171"
54005,Boone, West Virginia,"21,457"
54007,Braxton, West Virginia,"13,957"
54009,Brooke, West Virginia,"21,939"
54011,Cabell, West Virginia,"91,945"
54013,Calhoun, West Virginia,"7,109"
54015,Clay, West Virginia,"8,508"
54017,Doddridge, West Virginia,"8,448"
54019,Fayette, West Virginia,"42,406"
54021,Gilmer, West Virginia,"7,823"
54023,Grant, West Virginia,"11,568"
54025,Greenbrier, West Virginia,"34,662"
54027,Hampshire, West Virginia,"23,175"
54029,Hancock, West Virginia,"28,810"
54031,Hardy, West Virginia,"13,776"
54033,Harrison, West Virginia,"67,256"
54035,Jackson, West Virginia,"28,576"
54037,Jefferson, West Virginia,"57,146"
54039,Kanawha, West Virginia,"178,124"
54041,Lewis, West Virginia,"15,907"
54043,Lincoln, West Virginia,"20,409"
54045,Logan, West Virginia,"32,019"
54047,McDowell, West Virginia,"17,624"
54049,Marion, West Virginia,"56,072"
54051,Marshall, West Virginia,"30,531"
54053,Mason, West Virginia,"26,516"
54055,Mercer, West Virginia,"58,758"
54057,Mineral, West Virginia,"26,868"
54059,Mingo, West Virginia,"23,424"
54061,Monongalia, West Virginia,"105,612"
54063,Monroe, West Virginia,"13,275"
54065,Morgan, West Virginia,"17,884"
54067,Nicholas, West Virginia,"24,496"
54069,Ohio, West Virginia,"41,411"
54071,Pendleton, West Virginia,"6,969"
54073,Pleasants, West Virginia,"7,460"
54075,Pocahontas, West Virginia,"8,247"
54077,Preston, West Virginia,"33,432"
54079,Putnam, West Virginia,"56,450"
54081,Raleigh, West Virginia,"73,361"
54083,Randolph, West Virginia,"28,695"
54085,Ritchie, West Virginia,"9,554"
54087,Roane, West Virginia,"13,688"
54089,Summers, West Virginia,"12,573"
54091,Taylor, West Virginia,"16,695"
54093,Tucker, West Virginia,"6,839"
54095,Tyler, West Virginia,"8,591"
54097,Upshur, West Virginia,"24,176"
54099,Wayne, West Virginia,"39,402"
54101,Webster, West Virginia,"8,114"
54103,Wetzel, West Virginia,"15,065"
54105,Wirt, West Virginia,"5,821"
54107,Wood, West Virginia,"83,518"
54109,Wyoming, West Virginia,"20,394"
55001,Adams, Wisconsin,"20,220"
55003,Ashland, Wisconsin,"15,562"
55005,Barron, Wisconsin,"45,244"
55007,Bayfield, Wisconsin,"15,036"
55009,Brown, Wisconsin,"264,542"
55011,Buffalo, Wisconsin,"13,031"
55013,Burnett, Wisconsin,"15,414"
55015,Calumet, Wisconsin,"50,089"
55017,Chippewa, Wisconsin,"64,658"
55019,Clark, Wisconsin,"34,774"
55021,Columbia, Wisconsin,"57,532"
55023,Crawford, Wisconsin,"16,131"
55025,Dane, Wisconsin,"546,695"
55027,Dodge, Wisconsin,"87,839"
55029,Door, Wisconsin,"27,668"
55031,Douglas, Wisconsin,"43,150"
55033,Dunn, Wisconsin,"45,368"
55035,Eau Claire, Wisconsin,"104,646"
55037,Florence, Wisconsin,"4,295"
55039,Fond du Lac, Wisconsin,"103,403"
55041,Forest, Wisconsin,"9,004"
55043,Grant, Wisconsin,"51,439"
55045,Green, Wisconsin,"36,960"
55047,Green Lake, Wisconsin,"18,913"
55049,Iowa, Wisconsin,"23,678"
55051,Iron, Wisconsin,"5,687"
55053,Jackson, Wisconsin,"20,643"
55055,Jefferson, Wisconsin,"84,769"
55057,Juneau, Wisconsin,"26,687"
55059,Kenosha, Wisconsin,"169,561"
55061,Kewaunee, Wisconsin,"20,434"
55063,La Crosse, Wisconsin,"118,016"
55065,Lafayette, Wisconsin,"16,665"
55067,Langlade, Wisconsin,"19,189"
55069,Lincoln, Wisconsin,"27,593"
55071,Manitowoc, Wisconsin,"78,981"
55073,Marathon, Wisconsin,"135,692"
55075,Marinette, Wisconsin,"40,350"
55077,Marquette, Wisconsin,"15,574"
55078,Menominee, Wisconsin,"4,556"
55079,Milwaukee, Wisconsin,"945,726"
55081,Monroe, Wisconsin,"46,253"
55083,Oconto, Wisconsin,"37,930"
55085,Oneida, Wisconsin,"35,595"
55087,Outagamie, Wisconsin,"187,885"
55089,Ozaukee, Wisconsin,"89,221"
55091,Pepin, Wisconsin,"7,287"
55093,Pierce, Wisconsin,"42,754"
55095,Polk, Wisconsin,"43,783"
55097,Portage, Wisconsin,"70,772"
55099,Price, Wisconsin,"13,351"
55101,Racine, Wisconsin,"196,311"
55103,Richland, Wisconsin,"17,252"
55105,Rock, Wisconsin,"163,354"
55107,Rusk, Wisconsin,"14,178"
55109,St Croix, Wisconsin,"90,687"
55111,Sauk, Wisconsin,"64,442"
55113,Sawyer, Wisconsin,"16,558"
55115,Shawano, Wisconsin,"40,899"
55117,Sheboygan, Wisconsin,"115,340"
55119,Taylor, Wisconsin,"20,343"
55121,Trempealeau, Wisconsin,"29,649"
55123,Vernon, Wisconsin,"30,822"
55125,Vilas, Wisconsin,"22,195"
55127,Walworth, Wisconsin,"103,868"
55129,Washburn, Wisconsin,"15,720"
55131,Washington, Wisconsin,"136,034"
55133,Waukesha, Wisconsin,"404,198"
55135,Waupaca, Wisconsin,"50,990"
55137,Waushara, Wisconsin,"24,443"
55139,Winnebago, Wisconsin,"171,907"
55141,Wood, Wisconsin,"72,999"
56001,Albany, Wyoming,"38,880"
56003,Big Horn, Wyoming,"11,790"
56005,Campbell, Wyoming,"46,341"
56007,Carbon, Wyoming,"14,800"
56009,Converse, Wyoming,"13,822"
56011,Crook, Wyoming,"7,584"
56013,Fremont, Wyoming,"39,261"
56015,Goshen, Wyoming,"13,211"
56017,Hot Springs, Wyoming,"4,413"
56019,Johnson, Wyoming,"8,445"
56021,Laramie, Wyoming,"99,500"
56023,Lincoln, Wyoming,"19,830"
56025,Natrona, Wyoming,"79,858"
56027,Niobrara, Wyoming,"2,356"
56029,Park, Wyoming,"29,194"
56031,Platte, Wyoming,"8,393"
56033,Sheridan, Wyoming,"30,485"
56035,Sublette, Wyoming,"9,831"
56037,Sweetwater, Wyoming,"42,343"
56039,Teton, Wyoming,"23,464"
56041,Uinta, Wyoming,"20,226"
56043,Washakie, Wyoming,"7,805"
56045,Weston, Wyoming,"6,927"
