FIPS,county,state,number,population
26045,Eaton,MI,MI-523,"79,595"
26047,Emmet,MI,MI-500,"14,029"
26049,Genesee,MI,MI-505,"35,784"
26051,Gladwin,MI,MI-500,"25,239"
26053,Gogebic,MI,MI-500,"110,268"
26055,Grand Traverse,MI,MI-512,"33,415"
26057,Gratiot,MI,MI-500,"405,813"
26059,Hillsdale,MI,MI-500,"25,449"
26061,Houghton,MI,MI-500,"13,975"
26063,Huron,MI,MI-500,"93,088"
26065,Ingham,MI,MI-508,"40,711"
26067,Ionia,MI,MI-500,"45,605"
26069,Iosco,MI,MI-500,"35,684"
26071,Iron,MI,MI-500,"30,981"
26073,Isabella,MI,MI-500,"292,406"
26075,Jackson,MI,MI-517,"64,697"
26077,Kalamazoo,MI,MI-507,"25,127"
26079,Kalkaska,MI,MI-500,"11,066"
26081,Kent,MI,MI-506,"69,872"
26083,Keweenaw,MI,MI-500,"158,510"
26085,Lake,MI,MI-500,"265,066"
26087,Lapeer,MI,MI-500,"18,038"
26089,Leelanau,MI,MI-512,"656,955"
26091,Lenawee,MI,MI-511,"2,116"
26093,Livingston,MI,MI-518,"11,853"
26095,Luce,MI,MI-500,"87,607"
26097,Mackinac,MI,MI-500,"21,761"
26099,Macomb,MI,MI-503,"98,451"
26101,Manistee,MI,MI-500,"191,995"
26103,Marquette,MI,MI-513,"6,229"
26105,Mason,MI,MI-500,"10,799"
26107,Mecosta,MI,MI-500,"873,972"
26109,Menominee,MI,MI-500,"24,558"
26111,Midland,MI,MI-500,"66,699"
26113,Missaukee,MI,MI-500,"29,144"
26115,Monroe,MI,MI-515,"43,453"
26117,Montcalm,MI,MI-500,"22,780"
26119,Montmorency,MI,MI-500,"83,156"
26121,Muskegon,MI,MI-516,"15,118"
26123,Newaygo,MI,MI-500,"150,500"
26125,Oakland,MI,MI-504,"63,888"
26127,Oceana,MI,MI-500,"9,328"
26129,Ogemaw,MI,MI-500,"173,566"
26131,Ontonagon,MI,MI-500,"48,980"
26133,Osceola,MI,MI-500,"1,257,584"
26135,Oscoda,MI,MI-500,"26,467"
26137,Otsego,MI,MI-500,"20,997"
26139,Ottawa,MI,MI-519,"5,720"
26141,Presque Isle,MI,MI-500,"23,460"
26143,Roscommon,MI,MI-500,"8,241"
26145,Saginaw,MI,MI-510,"24,668"
26147,St Clair,MI,MI-500,"291,830"
26149,St Joseph,MI,MI-500,"12,592"
26151,Sanilac,MI,MI-500,"24,019"
26153,Schoolcraft,MI,MI-500,"190,539"
26155,Shiawassee,MI,MI-500,"159,128"
26157,Tuscola,MI,MI-500,"60,964"
26159,Van Buren,MI,MI-500,"41,170"
26161,Washtenaw,MI,MI-509,"8,094"
26163,Wayne,MI,MI-502,"68,122"
26165,Wexford,MI,MI-500,"52,245"
27001,Aitkin,MN,MN-504,"75,677"
27003,Anoka,MN,MN-503,"367,601"
27005,Becker,MN,MN-508,"1,749,343"
27007,Beltrami,MN,MN-506,"33,631"
27009,Benton,MN,MN-505,"15,886"
27011,Big Stone,MN,MN-511,"356,921"
27013,Blue Earth,MN,MN-502,"34,423"
27015,Brown,MN,MN-502,"47,188"
27017,Carlton,MN,MN-504,"40,889"
27019,Carver,MN,MN-503,"4,991"
27021,Cass,MN,MN-505,"67,653"
27023,Chippewa,MN,MN-511,"25,008"
27025,Chisago,MN,MN-505,"35,871"
27027,Clay,MN,MN-508,"105,089"
27029,Clearwater,MN,MN-506,"29,779"
27031,Cook,MN,MN-504,"11,800"
27033,Cottonwood,MN,MN-511,"56,579"
27035,Crow Wing,MN,MN-505,"64,222"
27037,Dakota,MN,MN-503,"8,818"
27039,Dodge,MN,MN-502,"5,463"
27041,Douglas,MN,MN-508,"11,196"
27043,Faribault,MN,MN-502,"65,055"
27045,Fillmore,MN,MN-502,"429,021"
27047,Freeborn,MN,MN-502,"20,934"
27049,Goodhue,MN,MN-502,"38,141"
27051,Grant,MN,MN-508,"13,653"
27053,Hennepin,MN,MN-500,"21,067"
27055,Houston,MN,MN-502,"30,281"
27057,Hubbard,MN,MN-506,"46,340"
27059,Isanti,MN,MN-505,"5,972"
27061,Itasca,MN,MN-504,"1,265,843"
27063,Jackson,MN,MN-511,"18,600"
27065,Kanabec,MN,MN-505,"21,491"
27067,Kandiyohi,MN,MN-511,"40,596"
27069,Kittson,MN,MN-506,"45,130"
27071,Koochiching,MN,MN-504,"9,846"
27073,Lac qui Parle,MN,MN-511,"16,337"
27075,Lake,MN,MN-504,"43,199"
27077,Lake of the Woods,MN,MN-506,"4,298"
27079,Le Sueur,MN,MN-502,"12,229"
27081,Lincoln,MN,MN-511,"6,623"
27083,Lyon,MN,MN-511,"10,641"
27085,McLeod,MN,MN-511,"3,740"
27087,Mahnomen,MN,MN-506,"28,887"
27089,Marshall,MN,MN-506,"5,639"
27091,Martin,MN,MN-502,"25,474"
27093,Meeker,MN,MN-511,"35,893"
27095,Mille Lacs,MN,MN-505,"5,527"
27097,Morrison,MN,MN-505,"9,336"
27099,Mower,MN,MN-502 ,"19,683"
27101,Murray,MN,MN-511,"23,222"
27103,Nicollet,MN,MN-502,"26,277"
27105,Nobles,MN,MN-511,"33,386"
27107,Norman,MN,MN-506,"40,062"
27109,Olmsted,MN,MN-502,"8,194"
27111,Otter Tail,MN,MN-508,"34,274"
27113,Pennington,MN,MN-506,"21,629"
27115,Pine,MN,MN-505,"6,375"
27117,Pipestone,MN,MN-511,"158,293"
27119,Polk,MN,MN-506,"58,746"
27121,Pope,MN,MN-508,"14,119"
27123,Ramsey,MN,MN-501,"29,579"
27125,Red Lake,MN,MN-506,"9,126"
27127,Redwood,MN,MN-511,"31,364"
27129,Renville,MN,MN-511,"11,249"
27131,Rice,MN,MN-502,"550,321"
27133,Rock,MN,MN-511,"4,055"
27135,Roseau,MN,MN-506,"15,170"
27137,St Louis,MN,MN-509,"14,548"
27139,Scott,MN,MN-503,"66,972"
27141,Sherburne,MN,MN-505,"9,315"
27143,Sibley,MN,MN-502,"15,165"
27145,Stearns,MN,MN-505,"199,070"
27147,Steele,MN,MN-502,"149,013"
27149,Stevens,MN,MN-508,"97,238"
27151,Swift,MN,MN-511,"14,865"
27153,Todd,MN,MN-5-5,"161,075"
27155,Traverse,MN,MN-508,"36,649"
27157,Wabasha,MN,MN-502,"9,805"
27159,Wadena,MN,MN-505,"9,266"
27161,Waseca,MN,MN-502,"24,664"
27163,Washington,MN,MN-503,"3,259"
27165,Watonwan,MN,MN-502,"21,627"
27167,Wilkin,MN,MN-508,"13,682"
27169,Winona,MN,MN-502,"18,612"
27171,Wright,MN,MN-505,"262,440"
27173,Yellow Medicine,MN,MN-511,"10,897"
28001,Adams,MS,MS-501,"6,207"
28003,Alcorn,MS,MS-501,"50,484"
28005,Amite,MS,MS-501,"138,377"
28007,Attala,MS,MS-501,"9,709"
28009,Benton,MS,MS-501,"30,693"
28011,Bolivar,MS,MS-501,"36,953"
28013,Calhoun,MS,MS-501,"12,297"
28015,Carroll,MS,MS-501,"18,174"
28017,Chickasaw,MS,MS-501,"8,259"
28019,Choctaw,MS,MS-501,"30,628"
28021,Claiborne,MS,MS-501,"14,361"
28023,Clarke,MS,MS-501,"9,947"
28025,Clay,MS,MS-501,"17,103"
28027,Coahoma,MS,MS-501,"8,210"
28029,Copiah,MS,MS-501,"8,988"
28031,Covington,MS,MS-501,"15,541"
28033,De Soto,MS,MS-501,"19,316"
28035,Forrest,MS,MS-501,"22,124"
28037,Franklin,MS,MS-501,"28,065"
28039,George,MS,MS-503,"18,636"
28041,Greene,MS,MS-501,"184,945"
28043,Grenada,MS,MS-501,"74,897"
28045,Hancock,MS,MS-503,"7,713"
28047,Harrison,MS,MS-503,"24,500"
28049,Hinds,MS,MS-501,"13,586"
28051,Holmes,MS,MS-501,"20,758"
28053,Humphreys,MS,MS-501,"47,632"
28055,Issaquena,MS,MS-501,"208,080"
28057,Itawamba,MS,MS-501,"231,840"
28059,Jackson,MS,MS-503,"17,010"
28061,Jasper,MS,MS-501,"8,064"
28063,Jefferson,MS,MS-501,"1,327"
28065,Jefferson Davis,MS,MS-501,"23,390"
28067,Jones,MS,MS-501,"143,617"
28069,Kemper,MS,MS-501,"16,383"
28071,Lafayette,MS,MS-501,"6,990"
28073,Lamar,MS,MS-501,"11,128"
28075,Lauderdale,MS,MS-501,"68,098"
28077,Lawrence,MS,MS-501,"9,742"
28079,Leake,MS,MS-501,"54,019"
28081,Lee,MS,MS-501,"63,343"
28083,Leflore,MS,MS-501,"74,125"
28085,Lincoln,MS,MS-501,"12,586"
28087,Lowndes,MS,MS-501,"22,786"
28089,Madison,MS,MS-500,"85,436"
28091,Marion,MS,MS-501,"28,183"
28093,Marshall,MS,MS-501,"34,153"
28095,Monroe,MS,MS-501,"58,595"
28097,Montgomery,MS,MS-501,"106,272"
28099,Neshoba,MS,MS-501,"24,573"
28101,Newton,MS,MS-501,"35,294"
28103,Noxubee,MS,MS-501,"35,252"
28105,Oktibbeha,MS,MS-501,"9,775"
28107,Panola,MS,MS-501,"29,118"
28109,Pearl River,MS,MS-501,"21,018"
28111,Perry,MS,MS-501,"10,417"
28113,Pike,MS,MS-501,"49,587"
28115,Pontotoc,MS,MS-501,"34,192"
28117,Prentiss,MS,MS-501,"55,535"
28119,Quitman,MS,MS-501,"11,973"
28121,Rankin,MS,MS-500,"39,288"
28123,Scott,MS,MS-501,"32,174"
28125,Sharkey,MS,MS-501,"25,126"
28127,Simpson,MS,MS-501,"6,792"
28129,Smith,MS,MS-501,"155,271"
28131,Stone,MS,MS-503,"28,124"
28133,Sunflower,MS,MS-501,"4,321"
28135,Tallahatchie,MS,MS-501,"26,658"
28137,Tate,MS,MS-501,"15,916"
28139,Tippah,MS,MS-501,"18,336"
28141,Tishomingo,MS,MS-501,"25,110"
28143,Tunica,MS,MS-501,"13,809"
28145,Union,MS,MS-501,"28,321"
28147,Walthall,MS,MS-501,"22,015"
28149,Warren,MS,MS-501,"19,383"
28151,Washington,MS,MS-501,"9,632"
28153,Wayne,MS,MS-501,"28,815"
28155,Webster,MS,MS-501,"14,286"
28157,Wilkinson,MS,MS-501,"45,381"
28159,Winston,MS,MS-501,"43,909"
28161,Yalobusha,MS,MS-501,"20,183"
28163,Yazoo,MS,MS-501,"9,689"
29001,Adair,MO,MO-606,"8,630"
29003,Andrew,MO,MO-603,"17,955"
29005,Atchison,MO,MO-606,"12,108"
29007,Audrain,MO,MO-606,"29,690"
29009,Barry,MO,MO-606,"25,343"
29011,Barton,MO,MO-606,"17,712"
29013,Bates,MO,MO-606,"5,143"
29015,Benton,MO,MO-606,"25,388"
29017,Bollinger,MO,MO-606,"35,789"
29019,Boone,MO,MO-606,"11,754"
29021,Buchanan,MO,MO-603,"16,172"
29023,Butler,MO,MO-606,"19,443"
29025,Caldwell,MO,MO-606,"12,133"
29027,Callaway,MO,MO-606,"180,463"
29029,Camden,MO,MO-606,"87,364"
29031,Cape Girardeau,MO,MO-606,"42,478"
29033,Carroll,MO,MO-606,"9,020"
29035,Carter,MO,MO-606,"44,743"
29037,Cass,MO,MO-606,"46,305"
29039,Cedar,MO,MO-606,"78,871"
29041,Chariton,MO,MO-606,"8,679"
29043,Christian,MO,MO-600,"5,982"
29045,Clark,MO,MO-606,"105,780"
29047,Clay,MO,MO-606,"14,349"
29049,Clinton,MO,MO-606,"7,426"
29051,Cole,MO,MO-606,"88,595"
29053,Cooper,MO,MO-606,"6,797"
29055,Crawford,MO,MO-606,"249,948"
29057,Dade,MO,MO-606,"20,387"
29059,Dallas,MO,MO-606,"76,745"
29061,Daviess,MO,MO-606,"17,709"
29063,De Kalb,MO,MO-603,"23,920"
29065,Dent,MO,MO-606,"7,561"
29067,Douglas,MO,MO-606,"16,878"
29069,Dunklin,MO,MO-606,"8,278"
29071,Franklin,MO,MO-606,"12,547"
29073,Gasconade,MO,MO-606,"15,573"
29075,Gentry,MO,MO-606,"13,185"
29077,Greene,MO,MO-600,"29,131"
29079,Grundy,MO,MO-606,"103,967"
29081,Harrison,MO,MO-606,"14,706"
29083,Henry,MO,MO-606,"6,571"
29085,Hickory,MO,MO-606,"293,086"
29087,Holt,MO,MO-606,"9,850"
29089,Howard,MO,MO-606,"8,352"
29091,Howell,MO,MO-606,"21,824"
29093,Iron,MO,MO-606,"9,544"
29095,Jackson,MO,MO-604,"4,403"
29097,Jasper,MO,MO-602,"10,001"
29099,Jefferson,MO,MO-606,"40,117"
29101,Johnson,MO,MO-606,"10,125"
29103,Knox,MO,MO-606,"703,011"
29105,Laclede,MO,MO-606,"121,328"
29107,Lafayette,MO,MO-606,"225,081"
29109,Lawrence,MO,MO-606,"54,062"
29111,Lewis,MO,MO-606,"3,959"
29113,Lincoln,MO,MO-503,"35,723"
29115,Linn,MO,MO-606,"32,708"
29117,Livingston,MO,MO-606,"38,355"
29119,McDonald,MO,MO-606,"9,776"
29121,Macon,MO,MO-606,"59,013"
29123,Madison,MO,MO-606,"11,920"
29125,Maries,MO,MO-606,"15,227"
29127,Marion,MO,MO-606,"22,837"
29129,Mercer,MO,MO-606,"15,117"
29131,Miller,MO,MO-606,"12,088"
29133,Mississippi,MO,MO-606,"8,697"
29135,Moniteau,MO,MO-606,"28,530"
29137,Monroe,MO,MO-606,"3,617"
29139,Montgomery,MO,MO-606,"25,619"
29141,Morgan,MO,MO-606,"13,180"
29143,New Madrid,MO,MO-606,"16,132"
29145,Newton,MO,MO-602,"8,644"
29147,Nodaway,MO,MO-606,"11,551"
29149,Oregon,MO,MO-606,"20,627"
29151,Osage,MO,MO-606,"17,076"
29153,Ozark,MO,MO-606,"58,236"
29155,Pemiscot,MO,MO-606,"22,092"
29157,Perry,MO,MO-606,"10,529"
29159,Pettis,MO,MO-606,"13,615"
29161,Phelps,MO,MO-606,"9,174"
29163,Pike,MO,MO-606,"15,805"
29165,Platte,MO,MO-606,"19,136"
29167,Polk,MO,MO-606,"42,339"
29169,Pulaski,MO,MO-606,"44,573"
29171,Putnam,MO,MO-606,"18,302"
29173,Ralls,MO,MO-606,"104,418"
29175,Randolph,MO,MO-606,"32,149"
29177,Ray,MO,MO-606,"52,607"
29179,Reynolds,MO,MO-606,"4,696"
29181,Ripley,MO,MO-606,"10,309"
29183,St Charles,MO,MO-503,"24,748"
29185,St Clair,MO,MO-606,"23,018"
29186,Ste. Genevieve,MO,MO-606,"6,270"
29187,St Francois,MO,MO-606,"13,288"
29189,St Louis,MO,MO-500,"402,022"
29195,Saline,MO,MO-606,"9,397"
29197,Schuyler,MO,MO-606,"17,894"
29199,Scotland,MO,MO-606,"67,215"
29201,Scott,MO,MO-606,"994,205"
29203,Shannon,MO,MO-606,"22,761"
29205,Shelby,MO,MO-606,"4,660"
29207,Stoddard,MO,MO-606,"4,902"
29209,Stone,MO,MO-606,"38,280"
29211,Sullivan,MO,MO-606,"8,166"
29213,Taney,MO,MO-606,"5,930"
29215,Texas,MO,MO-606,"29,025"
29217,Vernon,MO,MO-606,"31,952"
29219,Warren,MO,MO-503,"6,089"
29221,Washington,MO,MO-606,"55,928"
29223,Wayne,MO,MO-606,"25,398"
29225,Webster,MO,MO-600,"20,563"
29227,Worth,MO,MO-606,"35,649"
29229,Wright,MO,MO-606,"24,730"
29510,St Louis City,MO,MO-501,"12,873"
30001,Beaverhead,MT,MT-500,"39,592"
30003,Big Horn,MT,MT-500,"2,013"
30005,Blaine,MT,MT-500,"18,289"
30007,Broadwater,MT,MT-500,"300,576"
30009,Carbon,MT,MT-500,"9,453"
30011,Carter,MT,MT-500,"13,319"
30013,Cascade,MT,MT-500,"6,681"
30015,Chouteau,MT,MT-500,"6,237"
30017,Custer,MT,MT-500,"10,725"
30019,Daniels,MT,MT-500,"1,252"
30021,Dawson,MT,MT-500,"81,366"
30023,Deer Lodge,MT,MT-500,"5,635"
30025,Fallon,MT,MT-500,"11,402"
30027,Fergus,MT,MT-500,"1,690"
30029,Flathead,MT,MT-500,"8,613"
30031,Gallatin,MT,MT-500,"9,140"
30033,Garfield,MT,MT-500,"2,846"
30035,Glacier,MT,MT-500,"11,050"
30037,Golden Valley,MT,MT-500,"103,806"
30039,Granite,MT,MT-500,"114,434"
30041,Hill,MT,MT-500,"1,258"
30043,Jefferson,MT,MT-500,"13,753"
30045,Judith Basin,MT,MT-500,821
30047,Lake,MT,MT-500,"3,379"
30049,Lewis and Clark,MT,MT-500,"16,484"
30051,Liberty,MT,MT-500,"12,221"
30053,Lincoln,MT,MT-500,"2,007"
30055,McCone,MT,MT-500,"30,458"
30057,Madison,MT,MT-500,"69,432"
30059,Meagher,MT,MT-500,"2,337"
30061,Mineral,MT,MT-500,"19,980"
30063,Missoula,MT,MT-500,"1,664"
30065,Musselshell,MT,MT-500,"8,600"
30067,Park,MT,MT-500,"1,862"
30069,Petroleum,MT,MT-500,"4,397"
30071,Phillips,MT,MT-500,"119,600"
30073,Pondera,MT,MT-500,"4,633"
30075,Powder River,MT,MT-500,"16,606"
30077,Powell,MT,MT-500,487
30079,Prairie,MT,MT-500,"3,954"
30081,Ravalli,MT,MT-500,"5,911"
30083,Richland,MT,MT-500,"1,682"
30085,Roosevelt,MT,MT-500,"6,890"
30087,Rosebud,MT,MT-500,"1,077"
30089,Sanders,MT,MT-500,"43,806"
30091,Sheridan,MT,MT-500,"10,803"
30093,Silver Bow,MT,MT-500,"11,004"
30095,Stillwater,MT,MT-500,"8,937"
30097,Sweet Grass,MT,MT-500,"12,113"
30099,Teton,MT,MT-500,"3,309"
30101,Toole,MT,MT-500,"34,915"
30103,Treasure,MT,MT-500,"9,642"
30105,Valley,MT,MT-500,"3,737"
30107,Wheatland,MT,MT-500,"6,147"
30109,Wibaux,MT,MT-500,"4,736"
30111,Yellowstone,MT,MT-500,696
30113,Yellowstone Nat Park,MT,MT-500,"7,396"
31001,Adams,NE,NE-500,"2,126"
31003,Antelope,NE,NE-500,969
31005,Arthur,NE,NE-500,"161,300"
31007,Banner,NE,NE-500,"31,363"
31009,Blaine,NE,NE-500,"6,298"
31011,Boone,NE,NE-500,463
31013,Box Butte,NE,NE-500,745
31015,Boyd,NE,NE-500,465
31017,Brown,NE,NE-500,"5,192"
31019,Buffalo,NE,NE-500,"10,783"
31021,Burt,NE,NE-500,"1,919"
31023,Butler,NE,NE-500,"2,955"
31025,Cass,NE,NE-501,"49,659"
31027,Cedar,NE,NE-500,"6,459"
31029,Chase,NE,NE-500,"8,016"
31031,Cherry,NE,NE-500,"26,248"
31033,Cheyenne,NE,NE-500,"8,402"
31035,Clay,NE,NE-500,"3,924"
31037,Colfax,NE,NE-500,"5,689"
31039,Cuming,NE,NE-500,"8,910"
31041,Custer,NE,NE-500,"6,203"
31043,Dakota,NE,NE-500,"10,709"
31045,Dawes,NE,NE-500,"8,846"
31047,Dawson,NE,NE-500,"10,777"
31049,Deuel,NE,NE-500,"20,026"
31051,Dixon,NE,NE-500,"8,589"
31053,Dodge,NE,NE-500,"23,595"
31055,Douglas,NE,NE-501,"1,794"
31057,Dundy,NE,NE-500,"5,636"
31059,Fillmore,NE,NE-500,"36,565"
31061,Franklin,NE,NE-500,"571,327"
31063,Frontier,NE,NE-500,"1,693"
31065,Furnas,NE,NE-500,"5,462"
31067,Gage,NE,NE-500,"2,979"
31069,Garden,NE,NE-500,"2,627"
31071,Garfield,NE,NE-500,"4,676"
31073,Gosper,NE,NE-500,"21,513"
31075,Grant,NE,NE-500,"1,837"
31077,Greeley,NE,NE-500,"1,969"
31079,Hall,NE,NE-500,"1,990"
31081,Hamilton,NE,NE-500,623
31083,Harlan,NE,NE-500,"2,356"
31085,Hayes,NE,NE-500,"61,353"
31087,Hitchcock,NE,NE-500,"9,324"
31089,Holt,NE,NE-500,"3,380"
31091,Hooker,NE,NE-500,922
31093,Howard,NE,NE-500,"2,762"
31095,Jefferson,NE,NE-500,"10,067"
31097,Johnson,NE,NE-500,682
31099,Kearney,NE,NE-500,"6,445"
31101,Keith,NE,NE-500,"7,046"
31103,Keya Paha,NE,NE-500,"5,071"
31105,Kimball,NE,NE-500,"6,495"
31107,Knox,NE,NE-500,"8,034"
31109,Lancaster,NE,NE-500,806
31111,Lincoln,NE,NE-502,"3,632"
31113,Logan,NE,NE-500,"8,332"
31115,Loup,NE,NE-500,"319,090"
31117,McPherson,NE,NE-500,"34,914"
31119,Madison,NE,NE-500,748
31121,Merrick,NE,NE-500,664
31123,Morrill,NE,NE-500,494
31125,Nance,NE,NE-500,"35,099"
31127,Nemaha,NE,NE-500,"7,755"
31129,Nuckolls,NE,NE-500,"4,642"
31131,Otoe,NE,NE-500,"3,519"
31133,Pawnee,NE,NE-500,"6,972"
31135,Perkins,NE,NE-500,"4,148"
31137,Phelps,NE,NE-500,"16,012"
31139,Pierce,NE,NE-500,"2,613"
31141,Platte,NE,NE-500,"2,891"
31143,Polk,NE,NE-500,"9,034"
31145,Red Willow,NE,NE-500,"7,148"
31147,Richardson,NE,NE-500,"33,470"
31149,Rock,NE,NE-500,"5,213"
31151,Saline,NE,NE-500,"10,724"
31153,Sarpy,NE,NE-501,"7,865"
31155,Saunders,NE,NE-501,"1,357"
31157,Scotts Bluff,NE,NE-500,"14,224"
31159,Seward,NE,NE-500,"187,196"
31161,Sheridan,NE,NE-500,"21,578"
31163,Sherman,NE,NE-500,"35,618"
31165,Sioux,NE,NE-500,"17,284"
31167,Stanton,NE,NE-500,"5,246"
31169,Thayer,NE,NE-500,"3,001"
31171,Thomas,NE,NE-500,"1,166"
31173,Thurston,NE,NE-500,"5,920"
31175,Valley,NE,NE-500,"5,003"
31177,Washington,NE,NE-501,722
31179,Wayne,NE,NE-500,"7,224"
31181,Webster,NE,NE-500,"4,158"
31183,Wheeler,NE,NE-500,"20,729"
31185,York,NE,NE-500,"9,385"
32001,Churchill,NV,NV--502,"3,487"
32003,Clark,NV,NV-500,783
32005,Douglas,NV,NV--502,"13,679"
32007,Elko,NV,NV--502,"24,909"
32009,Esmeralda,NV,NV--502,"2,266,715"
32011,Eureka,NV,NV--502,"48,905"
32013,Humboldt,NV,NV--502,"52,778"
32015,Lander,NV,NV--502,873
32017,Lincoln,NV,NV--502,"2,029"
32019,Lyon,NV,NV--502,"16,831"
32021,Mineral,NV,NV--502,"5,532"
32023,Nye,NV,NV--502,"5,183"
32027,Pershing,NV,NV--502,"57,510"
32029,Storey,NV,NV--502,"4,505"
32031,Washoe,NV,NV-501,"46,523"
32033,White Pine,NV,NV--502,"6,725"
32510,Carson City,NV,NV--502,"4,123"
33001,Belknap,NH,NH-500,"471,519"
33003,Carroll,NH,NH-500,"9,580"
33005,Cheshire,NH,NH-500,"55,916"
33007,Coos,NH,NH-500,"61,303"
33009,Grafton,NH,NH-500,"48,910"
33011,Hillsborough,NH,NH-502,"76,085"
33013,Merrimack,NH,NH-500,"31,563"
33015,Rockingham,NH,NH-500,"89,886"
33017,Strafford,NH,NH-500,"417,025"
33019,Sullivan,NH,NH-500,"151,391"
34001,Atlantic,NJ,NJ-500,"309,769"
34003,Bergen,NJ,NJ-501,"130,633"
34005,Burlington,NJ,NJ-502,"43,146"
34007,Camden,NJ,NJ-503,"263,670"
34009,Cape May,NJ,NJ-503,"932,202"
34011,Cumberland,NJ,NJ-503,"445,349"
34013,Essex,NJ,NJ-504,"506,471"
34015,Gloucester,NJ,NJ-503,"92,039"
34017,Hudson,NJ,NJ-506,"149,527"
34019,Hunterdon,NJ,NJ-516,"798,975"
34021,Mercer,NJ,NJ-514,"291,636"
34023,Middlesex,NJ,NJ-507,"672,391"
34025,Monmouth,NJ,NJ-508,"124,371"
34027,Morris,NJ,NJ-509,"367,430"
34029,Ocean,NJ,NJ-501,"825,062"
34031,Passaic,NJ,NJ-511,"618,795"
34033,Salem,NJ,NJ-512,"491,845"
34035,Somerset,NJ,NJ-513,"607,186"
34037,Sussex,NJ,NJ-516,"501,826"
34039,Union,NJ,NJ-515,"62,385"
34041,Warren,NJ,NJ-516,"328,934"
35001,Bernalillo,NM,NM-500,"140,488"
35003,Catron,NM,NM-501,"556,341"
35005,Chaves,NM,NM-501,"105,267"
35006,Cibola,NM,NM-501,"679,121"
35007,Colfax,NM,NM-501,"3,527"
35009,Curry,NM,NM-501,"64,615"
35011,De Baca,NM,NM-501,"26,675"
35013,Dona Ana,NM,NM-501,"11,941"
35015,Eddy,NM,NM-501,"48,954"
35017,Grant,NM,NM-501,"1,748"
35019,Guadalupe,NM,NM-501,"218,195"
35021,Harding,NM,NM-501,"58,460"
35023,Hidalgo,NM,NM-501,"26,998"
35025,Lea,NM,NM-501,"4,300"
35027,Lincoln,NM,NM-501,625
35028,Los Alamos,NM,NM-501,"4,198"
35029,Luna,NM,NM-501,"71,070"
35031,McKinley,NM,NM-501,"19,572"
35033,Mora,NM,NM-501,"19,369"
35035,Otero,NM,NM-501,"23,709"
35037,Quay,NM,NM-501,"71,367"
35039,Rio Arriba,NM,NM-501,"4,521"
35041,Roosevelt,NM,NM-501,"67,490"
35043,Sandoval,NM,NM-501,"8,253"
35045,San Juan,NM,NM-501,"38,921"
35047,San Miguel,NM,NM-501,"18,500"
35049,Santa Fe,NM,NM-501,"146,748"
35051,Sierra,NM,NM-501,"123,958"
35053,Socorro,NM,NM-501,"27,277"
35055,Taos,NM,NM-501,"150,358"
35057,Torrance,NM,NM-501,"10,791"
35059,Union,NM,NM-501,"16,637"
35061,Valencia,NM,NM-501,"32,723"
36001,Albany,NY,NY-503,"15,461"
36003,Allegany,NY,NY-501,"4,059"
36005,Bronx,NY,NY-600,"76,688"
36007,Broome,NY,NY-511,"305,506"
36009,Cattaraugus,NY,NY-504,"46,091"
36011,Cayuga,NY,NY-502,"1,418,207"
36013,Chautauqua,NY,NY-514,"190,488"
36015,Chemung,NY,NY-501,"76,117"
36017,Chenango,NY,NY-511,"76,576"
36019,Clinton,NY,NY-516,"126,903"
36021,Columbia,NY,NY-519,"83,456"
36023,Cortland,NY,NY-511,"47,207"
36025,Delaware,NY,NY-511,"80,485"
36027,Dutchess,NY,NY-601,"59,461"
36029,Erie,NY,NY-508,"47,581"
36031,Essex,NY,NY-520,"44,135"
36033,Franklin,NY,NY-520,"294,218"
36035,Fulton,NY,NY-507,"918,702"
36037,Genesee,NY,NY-508,"36,885"
36039,Greene,NY,NY-519,"50,022"
36041,Hamilton,NY,NY-523,"53,383"
36043,Herkimer,NY,NY-518,"57,280"
36045,Jefferson,NY,NY-522,"47,188"
36047,Kings,NY,NY-600,"4,416"
36049,Lewis,NY,NY-522,"61,319"
36051,Livingston,NY,NY-501,"109,834"
36053,Madison,NY,NY-518,"2,559,903"
36055,Monroe,NY,NY-500,"26,296"
36057,Montgomery,NY,NY-507,"62,914"
36059,Nassau,NY,NY-603,"70,941"
36061,New York,NY,NY-600,"741,770"
36063,Niagara,NY,NY-508,"49,221"
36065,Oneida,NY,NY-518,"1,356,924"
36067,Onondaga,NY,NY-505,"1,628,706"
36069,Ontario,NY,NY-513,"209,281"
36071,Orange,NY,NY-602,"228,671"
36073,Orleans,NY,NY-508,"460,528"
36075,Oswego,NY,NY-505,"109,777"
36077,Otsego,NY,NY-511,"384,940"
36079,Putnam,NY,NY-601,"40,352"
36081,Queens,NY,NY-600,"117,124"
36083,Rensselaer,NY,NY-512,"59,493"
36085,Richmond,NY,NY-500,"98,320"
36087,Rockland,NY,NY-606,"2,253,858"
36089,St Lawrence,NY,NY-522,"158,714"
36091,Saratoga,NY,NY-523,"476,143"
36093,Schenectady,NY,NY-507,"325,789"
36095,Schoharie,NY,NY-507,"107,740"
36097,Schuyler,NY,NY-501,"229,863"
36099,Seneca,NY,NY-513,"155,299"
36101,Steuben,NY,NY-501,"30,999"
36103,Suffolk,NY,NY-603,"17,807"
36105,Sullivan,NY,NY-607,"34,016"
36107,Tioga,NY,NY-511,"95,379"
36109,Tompkins,NY,NY-510,"1,476,601"
